rateRowId,sro,name_hi,name_en,slug,override_en
rudauli-1213,rudauli,सिधौना,Sidhauna,sidhauna,
rudauli-1214,rudauli,सहनी,Sahni,sahni,
rudauli-1215,rudauli,सरैठा,Saraitha,saraitha,
rudauli-1216,rudauli,सेल्हूमऊ,Selhumau,selhumau,
rudauli-1217,rudauli,शुक्लापुर,Shuklapur,shuklapur,
rudauli-1218,rudauli,सरॉयहामिद,Saroyhamid,saroyhamid,
rudauli-1219,rudauli,सरांयमंझन,Saranymanjhan,saranymanjhan,
rudauli-1220,rudauli,सरॉयमुगल,Saroymugal,saroymugal,
rudauli-1221,rudauli,सोंहसा,Sonhsa,sonhsa,
rudauli-1222,rudauli,सिपाहभट्ट,Sipahbhatt,sipahbhatt,
rudauli-1223,rudauli,सरकटिया,Saraktiya,saraktiya,
rudauli-1224,rudauli,सरांयनासिर,Saranynasir,saranynasir,
rudauli-1225,rudauli,सण्डरी,Sandari,sandari,
rudauli-1226,rudauli,संगौली,Sangauli,sangauli,
rudauli-1227,rudauli,शाहापुर,Shahapur,shahapur,
rudauli-1228,rudauli,सिठौली,Sithauli,sithauli,
rudauli-1229,rudauli,सीवन,Siwan,siwan,
rudauli-1230,rudauli,सण्डवा,Sandawa,sandawa,
rudauli-1231,rudauli,सुल्तानपुर,Sultanpur,sultanpur,
rudauli-1232,rudauli,शहबाजचक,Shahbajchak,shahbajchak,
rudauli-1233,rudauli,सुनवा,Sunwa,sunwa,
rudauli-1234,rudauli,सैमसी,Saimsi,saimsi,
rudauli-1235,rudauli,सैदपुर,Saidpur,saidpur,
rudauli-1236,rudauli,सिपहियाकोटवा,Siphiyakotwa,siphiyakotwa,
rudauli-1237,rudauli,शेरपुर,Sherpur,sherpur,
rudauli-1238,rudauli,सलारपुर,Salarpur,salarpur,
rudauli-1239,rudauli,सेवड़हरा,Sevrahra,sevrahra,
rudauli-1240,rudauli,हलीमनगर,Halimnagar,halimnagar,
rudauli-1241,rudauli,हयातनगर,Hayatnagar,hayatnagar,
rudauli-1242,rudauli,हरिहरपुर कायस्थान,Hariharpur Kayasthan,hariharpur-kayasthan,
rudauli-1243,rudauli,हरिहरपुर बलैया,Hariharpur Balaiya,hariharpur-balaiya,
rudauli-1244,rudauli,हसनामऊ,Hasnamau,hasnamau,
rudauli-1245,rudauli,होलूपुर,Holupur,holupur,
rudauli-1246,rudauli,हुनहुना,Hunhuna,hunhuna,
rudauli-1247,rudauli,हंसराजपुर,Hansrajpur,hansrajpur,
sadar-s1,sadar,अकब बजाजा,Akab Bajaja,akab-bajaja,
sadar-s2,sadar,अकब रिकाबगंज,Akab Rikabganj,akab-rikabganj,
sadar-s3,sadar,अंकवारा,Ankwara,ankwara,
sadar-s4,sadar,अंकारीपुरटा.ए.अन्दर,Ankaripurta.e.andar,ankaripurta-e-andar,
sadar-s5,sadar,अंकारीपुरटा.ए.बाहर,Ankaripurta.e.bahar,ankaripurta-e-bahar,
sadar-s6,sadar,अंगूरीबाग,Angooribagh,angooribagh,
sadar-s7,sadar,अचलपुर,Achalpur,achalpur,
sadar-s8,sadar,अंजना,Anjna,anjna,
sadar-s9,sadar,अंजनी पुरम आ0योजना(वि0प्रा0),Anjni Puram A0yojna(Vi0pra0),anjni-puram-a0yojna-vi0pra0,
sadar-s10,sadar,अडगडा,Adagda,adagda,
sadar-s11,sadar,अड़गड़ा,Aragra,aragra,
sadar-s12,sadar,अब्बूसराय ANP,Abbusray ANP,abbusray-anp,
sadar-s13,sadar,अब्बूसराय BNP,Abbusray BNP,abbusray-bnp,
sadar-s14,sadar,अमसिन,Amsin,amsin,
sadar-s15,sadar,अमानीगंज,Amaniganj,amaniganj,
sadar-s16,sadar,अमारी,Amari,amari,
sadar-s17,sadar,अमौनी,Amauni,amauni,
sadar-s18,sadar,अरवत,Arwat,arwat,
sadar-s19,sadar,अलनाभारी,Alnabhari,alnabhari,
sadar-s20,sadar,अलावलपुर,Alawalpur,alawalpur,
sadar-s21,sadar,अलीगढ़,Aligarh,aligarh,
sadar-s22,sadar,अवधखास,Awadhkhas,awadhkhas,
sadar-s23,sadar,अवधपुरी कालोनी,Awadhpuri Kaloni,awadhpuri-kaloni,
sadar-s24,sadar,अवधविहार आ0योजना(वि0प्रा0),Awadhvihar A0yojna(Vi0pra0),awadhvihar-a0yojna-vi0pra0,
sadar-s25,sadar,अशफाक उल्लाह कालोनी,Ashfak Ullah Kaloni,ashfak-ullah-kaloni,
sadar-s26,sadar,अश्वनी पुरम आ0योजना(वि0प्रा0),Ashwani Puram A0yojna(Vi0pra0),ashwani-puram-a0yojna-vi0pra0,
sadar-s27,sadar,आनापुर सरैया,Anapur Saraiya,anapur-saraiya,
sadar-s28,sadar,आलमगंज,Alamganj,alamganj,
sadar-s29,sadar,आलमगंज कटरा,Alamganj Katra,alamganj-katra,
sadar-s30,sadar,आलापुर उपरहार,Alapur Uparhar,alapur-uparhar,
sadar-s31,sadar,आवास विकास कालोनी,Awas Vikas Kaloni,awas-vikas-kaloni,
sadar-s32,sadar,आशापुर,Ashapur,ashapur,
sadar-s33,sadar,आशापुर चन्दई,Ashapur Chandai,ashapur-chandai,
sadar-s34,sadar,आसिफबाग उप.,Asifbag Up.,asifbag-up,
sadar-s35,sadar,आसिफबाग मांझा,Asifbag Manjha,asifbag-manjha,
sadar-s36,sadar,इमली कतार,Imli Katar,imli-katar,
sadar-s37,sadar,इस्माइलगंज,Ismailganj,ismailganj,
sadar-s38,sadar,ईशापुर,Ishapur,ishapur,
sadar-s39,sadar,ईशासराय उपरहार,Ishasray Uparhar,ishasray-uparhar,
sadar-s40,sadar,ईसासराय मांझा,Isasray Manjha,isasray-manjha,
sadar-s41,sadar,उघरपुर,Ugharpur,ugharpur,
sadar-s42,sadar,उनियार उपरहार,Uniyar Uparhar,uniyar-uparhar,
sadar-s43,sadar,उनियार मांझा,Uniyar Manjha,uniyar-manjha,
sadar-s44,sadar,उर्दू बाजार,Urdu Bajar,urdu-bajar,
sadar-s45,sadar,उर्मिला नगर आ0योजना(वि0प्रा0),Urmila Nagar A0yojna(Vi0pra0),urmila-nagar-a0yojna-vi0pra0,
sadar-s46,sadar,उसरू,Usru,usru,
sadar-s47,sadar,ऋणमोचनघाट,Rinmochanghat,rinmochanghat,
sadar-s48,sadar,ऋषि टोला,Rishi Tola,rishi-tola,
sadar-s49,sadar,एल0डी0जी0 आ0योजना(वि0प्रा0),El0di0ji0 A0yojna(Vi0pra0),el0di0ji0-a0yojna-vi0pra0,
sadar-s50,sadar,एल0डी0जी0 व्या0योजना(वि0प्रा0),El0di0ji0 Vya0yojna(Vi0pra0),el0di0ji0-vya0yojna-vi0pra0,
sadar-s51,sadar,ऐमी आलापुर,Aimi Alapur,aimi-alapur,
sadar-s52,sadar,ककरही बाजार,Kakarhi Bajar,kakarhi-bajar,
sadar-s53,sadar,कंघी गली (टेढी गली),Kanghi Gali (Tedhi Gali),kanghi-gali-tedhi-gali,
sadar-s54,sadar,कच्चाघाट नयाघाट(वि0प्रा0),Kachchaghat Nayaghat(Vi0pra0),kachchaghat-nayaghat-vi0pra0,
sadar-s55,sadar,कछौली,Kachhauli,kachhauli,
sadar-s56,sadar,कजियाना,Kajiyana,kajiyana,
sadar-s57,sadar,कटरा,Katra,katra,
sadar-s58,sadar,कटरा उत्तरी,Katra Uttari,katra-uttari,
sadar-s59,sadar,कटरा गोशाईगंज,Katra Goshainganj,katra-goshainganj,
sadar-s60,sadar,कटरा दक्षिणी,Katra Dakshini,katra-dakshini,
sadar-s61,sadar,कटरा पश्चिमी,Katra Pashchimi,katra-pashchimi,
sadar-s62,sadar,कटरा पूर्वी दक्षिणी,Katra Purvi Dakshini,katra-purvi-dakshini,
sadar-s63,sadar,कटरा मध्य,Katra Madhy,katra-madhy,
sadar-s64,sadar,कनकपुर,Kanakpur,kanakpur,
sadar-s65,sadar,कनीगंज,Kaniganj,kaniganj,
sadar-s66,sadar,कन्धरपुर गौड़ियाना,Kandharpur Gauriyana,kandharpur-gauriyana,
sadar-s67,sadar,कन्धारी बाजार मोहल्ला,Kandhari Bajar Mohalla,kandhari-bajar-mohalla,
sadar-s68,sadar,करम अली का पुरवा,Karam Ali Ka Purwa,karam-ali-ka-purwa,
sadar-s69,sadar,करमा कोड़री,Karma Korri,karma-korri,
sadar-s70,sadar,करौंदी,Karaundi,karaundi,
sadar-s71,sadar,कल्यानपुर बरौली,Kalyanpur Barauli,kalyanpur-barauli,
sadar-s72,sadar,कश्मीरी मोहल्ला,Kashmiri Mohalla,kashmiri-mohalla,
sadar-s73,sadar,कसाब बाड़ा,Kasab Bara,kasab-bara,
sadar-s74,sadar,कस्तूरीपुर,Kasturipur,kasturipur,
sadar-s75,sadar,कस्बा,Kasba,kasba,
sadar-s76,sadar,काजीपुर गाडर,Kajipur Gadar,kajipur-gadar,
sadar-s77,sadar,काजीपुर चितावां (मणि पर्वत ),Kajipur Chitawan (Mani Parwat),kajipur-chitawan-mani-parwat,
sadar-s78,sadar,काजीपुर जमीं मलिकपुर,Kajipur Jamin Malikpur,kajipur-jamin-malikpur,
sadar-s79,sadar,काजीपुर विसवां मांझा,Kajipur Viswan Manjha,kajipur-viswan-manjha,
sadar-s80,sadar,काजीपुरविसवां उपरहार,Kajipurviswan Uparhar,kajipurviswan-uparhar,
sadar-s81,sadar,कादीपुर,Kadipur,kadipur,
sadar-s82,sadar,कांदीपुर,Kandipur,kandipur,
sadar-s83,sadar,कार सेवक पुरम्,Kar Sewak Puram,kar-sewak-puram,
sadar-s84,sadar,किशुनदास पुर,Kishundas Pur,kishundas-pur,
sadar-s85,sadar,कुंजकुटीर,Kunj Kutir,kunj-kutir,
sadar-s86,sadar,कुंजमुराई टोला,Kunjmurai Tola,kunjmurai-tola,
sadar-s87,sadar,कुढ़ा केशवपुर मांझा,Kurha Keshavpur Manjha,kurha-keshavpur-manjha,
sadar-s88,sadar,कुढ़ाकेशवपुर उपर.,Kurhakeshavpur Upar.,kurhakeshavpur-upar,
sadar-s89,sadar,कुतुबपुर,Kutubpur,kutubpur,
sadar-s90,sadar,कुम्हार टोला (लाल बाग),Kumhar Tola (Lal Bag),kumhar-tola-lal-bag,
sadar-s91,sadar,कुम्हार टोला (सहादतगंज),Kumhar Tola (Sahadatganj),kumhar-tola-sahadatganj,
sadar-s92,sadar,कुम्हिया,Kumhiya,kumhiya,
sadar-s93,sadar,कुर्मीटोला,Kurmitola,kurmitola,
sadar-s94,sadar,कुशमाहा,Kushmaha,kushmaha,
sadar-s95,sadar,केवटहिया,Kewathiya,kewathiya,
sadar-s96,sadar,केवटहिया आ0योजना(वि0प्रा0),Kewathiya A0yojna(Vi0pra0),kewathiya-a0yojna-vi0pra0,
sadar-s97,sadar,केशवपुर,Keshavpur,keshavpur,
sadar-s98,sadar,कैथाना,Kaithana,kaithana,
sadar-s99,sadar,कोट रामचन्दर,Kot Ramchandar,kot-ramchandar,
sadar-s100,sadar,कोटिया,Kotiya,kotiya,
sadar-s101,sadar,कोठा पार्चा (मोतीबाग),Kotha Parcha (Motibag),kotha-parcha-motibag,
sadar-s102,sadar,कोठापार्चा (चौक),Kothaparcha (Chauk),kothaparcha-chauk,
sadar-s103,sadar,कोठीघाट,Kothighat,kothighat,
sadar-s104,sadar,कोरखाना BNP,Korkhana BNP,korkhana-bnp,
sadar-s105,sadar,कोरखाना अं.न.पा.,Korkhana An.na.pa.,korkhana-an-na-pa,
sadar-s106,sadar,कोरी टोला (सहादतगंज),Kori Tola (Sahadatganj),kori-tola-sahadatganj,
sadar-s107,sadar,कोरीटोला (जनौरा),Koritola (Janaura),koritola-janaura,
sadar-s108,sadar,कौड़िल्ला,Kaurilla,kaurilla,
sadar-s109,sadar,कौशलपुरी कालोनी आ0योजना (वि0प्रा0),Kaushalpuri Kaloni A0yojna (Vi0pra0),kaushalpuri-kaloni-a0yojna-vi0pra0,
sadar-s110,sadar,कौशलेश कुन्ज(वि0प्रा0),Kaushlesh Kunj(Vi0pra0),kaushlesh-kunj-vi0pra0,
sadar-s111,sadar,कौशिल्या घाट,Kaushilya Ghat,kaushilya-ghat,
sadar-s112,sadar,क्षीरसागर,Kshirsagar,kshirsagar,
sadar-s113,sadar,खजुरावर,Khajurawar,khajurawar,
sadar-s114,sadar,खानपुर,Khanpur,khanpur,
sadar-s115,sadar,खिड़की अली बेग,Khirki Ali Beg,khirki-ali-beg,
sadar-s116,sadar,खिरौनिया,Khirauniya,khirauniya,
sadar-s117,sadar,खिरौनी,Khirauni,khirauni,
sadar-s118,sadar,खीरवाली गली,Khirwali Gali,khirwali-gali,
sadar-s119,sadar,खुदागंज,Khudaganj,khudaganj,
sadar-s120,sadar,खुर्द महल,Khurd Mahal,khurd-mahal,
sadar-s121,sadar,खुर्दाबाद,Khurdabad,khurdabad,
sadar-s122,sadar,खुशहाल गंज,Khushhal Ganj,khushhal-ganj,
sadar-s123,sadar,खोजनपुर ANP,Khojanpur ANP,khojanpur-anp,
sadar-s124,sadar,खोजनपुर BNP,Khojanpur BNP,khojanpur-bnp,
sadar-s125,sadar,ख्वासपुरा,Khwaspura,khwaspura,
sadar-s126,sadar,गंगौली,Gangauli,gangauli,
sadar-s127,sadar,गंजा,Ganja,ganja,
sadar-s128,sadar,गणेशगंज मकबरा,Ganeshganj Makabra,ganeshganj-makabra,
sadar-s129,sadar,गणेशपुर बिसौरा,Ganeshpur Bisaura,ganeshpur-bisaura,
sadar-s130,sadar,गद्दोपुर,Gaddopur,gaddopur,
sadar-s131,sadar,गद्दोपुर हरदासपुर,Gaddopur Hardaspur,gaddopur-hardaspur,
sadar-s132,sadar,गनेश गंज,Ganesh Ganj,ganesh-ganj,
sadar-s133,sadar,गाड़ीवान टोला,Gariwan Tola,gariwan-tola,
sadar-s134,sadar,गांधी नगर,Gandhi Nagar,gandhi-nagar,
sadar-s135,sadar,गुदडी बाजार,Guddi Bajar,guddi-bajar,
sadar-s136,sadar,गुलाबबाड़ी,Gulabbari,gulabbari,
sadar-s137,sadar,गोकुलपुर,Gokulpur,gokulpur,
sadar-s138,sadar,गोपालपुर,Gopalpur,gopalpur,
sadar-s139,sadar,गोलाघाट,Golaghat,golaghat,
sadar-s140,sadar,गोलाबाजार,Golabajar,golabajar,
sadar-s141,sadar,गोशईगंज पश्चिमी,Goshaiganj Pashchimi,goshaiganj-pashchimi,
sadar-s142,sadar,गोशाईगंज उत्तरी,Goshaiganj Uttari,goshaiganj-uttari,
sadar-s143,sadar,गोशाईगंज दक्षिणी,Goshaiganj Dakshini,goshaiganj-dakshini,
sadar-s144,sadar,गौरापट्टी,Gaurapatti,gaurapatti,
sadar-s145,sadar,गौहनिया,Gauhniya,gauhniya,
sadar-s146,sadar,घसियारी मण्डी,Ghasiyari Mandi,ghasiyari-mandi,
sadar-s147,sadar,घोसियाना,Ghosiyana,ghosiyana,
sadar-s148,sadar,घोसी टोला,Ghosi Tola,ghosi-tola,
sadar-s149,sadar,चक गौरापट्टी,Chak Gaurapatti,chak-gaurapatti,
sadar-s150,sadar,चक्रतीर्थ,Chakratirth,chakratirth,
sadar-s151,sadar,चक्रतीर्थ आ0योजना(वि0प्रा0),Chakratirth A0yojna(Vi0pra0),chakratirth-a0yojna-vi0pra0,
sadar-s152,sadar,चमारटोला,Chamartola,chamartola,
sadar-s153,sadar,चरेरा,Charera,charera,
sadar-s154,sadar,चाचिकपुर,Chachikpur,chachikpur,
sadar-s155,sadar,चाणक्यपुरी कालोनी,Chanakyapuri Kaloni,chanakyapuri-kaloni,
sadar-s156,sadar,चांदपुर हरिवंश,Chandpur Hariwansh,chandpur-hariwansh,
sadar-s157,sadar,चिरकिटहा,Chirkitha,chirkitha,
sadar-s158,sadar,चेला छावनी,Chela Chhavni,chela-chhavni,
sadar-s159,sadar,चौक,Chowk,chowk,
sadar-s160,sadar,छतरा,Chhatra,chhatra,
sadar-s161,sadar,छावनी गौरावारिक,Chhavni Gaurawarik,chhavni-gaurawarik,
sadar-s162,sadar,छावनी बन्दे अली,Chhavni Bande Ali,chhavni-bande-ali,
sadar-s163,sadar,छोटारमना,Chhotaramna,chhotaramna,
sadar-s164,sadar,छोटी छावनी,Chhoti Chhavni,chhoti-chhavni,
sadar-s165,sadar,छोटी देवकाली,Chhoti Devkali,chhoti-devkali,
sadar-s166,sadar,जगदीशपुर अरवत,Jagdishpur Arwat,jagdishpur-arwat,
sadar-s167,sadar,जगदीशपुरटण्डौली,Jagdishpurtandauli,jagdishpurtandauli,
sadar-s168,sadar,जजवट,Jajwat,jajwat,
sadar-s169,sadar,जनकपुरी आ0योजना(वि0प्रा0),Janakpuri A0yojna(Vi0pra0),janakpuri-a0yojna-vi0pra0,
sadar-s170,sadar,जनौरा ANP,Janaura ANP,janaura-anp,
sadar-s171,sadar,जनौरा BNP,Janaura BNP,janaura-bnp,
sadar-s172,sadar,जमुनियाबाग,Jamuniyabagh,jamuniyabagh,
sadar-s173,sadar,जमुनीपुर,Jamunipur,jamunipur,
sadar-s174,sadar,जयसिंपुर,Jaysinpur,jaysinpur,
sadar-s175,sadar,जरही,Jarhi,jarhi,
sadar-s176,sadar,जलवानपुर,Jalwanpur,jalwanpur,
sadar-s177,sadar,जलालुद्दीन नगर उपर,Jalaluddin Nagar Upar,jalaluddin-nagar-upar,
sadar-s178,sadar,जलालुद्दीननगरमांझा,Jalaluddinangarmanjha,jalaluddinangarmanjha,
sadar-s179,sadar,जानकी घाट,Janki Ghat,janki-ghat,
sadar-s180,sadar,जालपानाला,Jalpanala,jalpanala,
sadar-s181,sadar,जियनपुर,Jiyanpur,jiyanpur,
sadar-s182,sadar,जे बी पुरम कालोनी,Je Bi Puram Kaloni,je-bi-puram-kaloni,
sadar-s183,sadar,जे0टी0सी0,Je0ti0si0,je0ti0si0,
sadar-s184,sadar,जैता,Jaita,jaita,
sadar-s185,sadar,झारखण्डी,Jharkhandi,jharkhandi,
sadar-s186,sadar,झुनकीघाट,Jhunkighat,jhunkighat,
sadar-s187,sadar,टकसाल,Taksal,taksal,
sadar-s188,sadar,टण्डौली,Tandauli,tandauli,
sadar-s189,sadar,टेढ़ी बाजार,Terhi Bajar,terhi-bajar,
sadar-s190,sadar,टेढी बाजार (चौक),Tedhi Bajar (Chauk),tedhi-bajar-chauk,
sadar-s191,sadar,टोनिया बिहारीपुर,Toniya Biharipur,toniya-biharipur,
sadar-s192,sadar,ट्रान्सपोर्टनगर वि0प्रा0,Transaportnagar Vi0pra0,transaportnagar-vi0pra0,
sadar-s193,sadar,ठठरहिया,Thatharhiya,thatharhiya,
sadar-s194,sadar,डाभासेमर,Dabhasemar,dabhasemar,
sadar-s195,sadar,तकपुरा,Takpura,takpura,
sadar-s196,sadar,तार गौहन,Tar Gauhan,tar-gauhan,
sadar-s197,sadar,तारापुर रजौली,Tarapur Rajauli,tarapur-rajauli,
sadar-s198,sadar,ताहिरपुर बरौली,Tahirpur Barauli,tahirpur-barauli,
sadar-s199,sadar,तिहुरा उपरहार,Tihura Uparhar,tihura-uparhar,
sadar-s200,sadar,तिहुरा मांझा,Tihura Manjha,tihura-manjha,
sadar-s201,sadar,तुलसी बाड़ी,Tulsi Bari,tulsi-bari,
sadar-s202,sadar,तुलसीनगर,Tulsinagar,tulsinagar,
sadar-s203,sadar,तेलियागढ़ उत्तरी,Teliyagarh Uttari,teliyagarh-uttari,
sadar-s204,sadar,तेलियागढ़ दक्षिणी,Teliyagarh Dakshini,teliyagarh-dakshini,
sadar-s205,sadar,तेलियागढ़ पूर्वी,Teliyagarh Purvi,teliyagarh-purvi,
sadar-s206,sadar,तेलीटोला,Telitola,telitola,
sadar-s207,sadar,तोगपुर,Togpur,togpur,
sadar-s208,sadar,त्रिलोकपुर,Trilokpur,trilokpur,
sadar-s209,sadar,दतौली,Datauli,datauli,
sadar-s210,sadar,ददेरा,Dadera,dadera,
sadar-s211,sadar,दन्तधावन कुण्ड,Dantadhawan Kund,dantadhawan-kund,
sadar-s212,sadar,दमोदरपुर,Damodarpur,damodarpur,
sadar-s213,sadar,दर्शन नगर,Darshan Nagar,darshan-nagar,
sadar-s214,sadar,दलपतपुर उपरहार,Dalpatpur Uparhar,dalpatpur-uparhar,
sadar-s215,sadar,दलपतपुर माझा,Dalpatpur Majha,dalpatpur-majha,
sadar-s216,sadar,दलीपपुर उर्फ़ देवगढ़,Dalippur Urf Devgarh,dalippur-urf-devgarh,
sadar-s217,sadar,दालमण्डी,Dalmandi,dalmandi,
sadar-s218,sadar,दिलकुशा,Dilkusha,dilkusha,
sadar-s219,sadar,दिल्ली दरवाजा,Dilli Darwaja,dilli-darwaja,
sadar-s220,sadar,दिवानी मिसिल,Diwani Misil,diwani-misil,
sadar-s221,sadar,दीनापुर,Dinapur,dinapur,
sadar-s222,sadar,दुर्गापुर,Durgapur,durgapur,
sadar-s223,sadar,दुर्गापुर रमपुरवा,Durgapur Rampurwa,durgapur-rampurwa,
sadar-s224,sadar,दुल्लापुर,Dullapur,dullapur,
sadar-s225,sadar,देवकाली अं.न.पा.,Devkali An.na.pa.,devkali-an-na-pa,
sadar-s226,sadar,देवकालीBNP,DevkaliBNP,devkalibnp,
sadar-s227,sadar,देवगिरिया,Devgiriya,devgiriya,
sadar-s228,sadar,देवरा दाउदपुर,Devra Daudpur,devra-daudpur,
sadar-s229,sadar,देवापुर,Dewapur,dewapur,
sadar-s230,sadar,देवासूर्यभानपुर,Dewasuryabhanpur,dewasuryabhanpur,
sadar-s231,sadar,दोराही कुंआ,Dorahi Kuna,dorahi-kuna,
sadar-s232,sadar,द्वारिका पुर,Dwarika Pur,dwarika-pur,
sadar-s233,sadar,धनीराम का पुरवा (जनौरा),Dhaniram Ka Purwa (Janaura),dhaniram-ka-purwa-janaura,
sadar-s234,sadar,धनीराम का पुरवा (झारखण्डी),Dhaniram Ka Purwa (Jharkhandi),dhaniram-ka-purwa-jharkhandi,
sadar-s235,sadar,धनैजा,Dhanaija,dhanaija,
sadar-s236,sadar,धरमपुर सहादत,Dharampur Sahadat,dharampur-sahadat,
sadar-s237,sadar,धारूपुर,Dharupur,dharupur,
sadar-s238,sadar,नई कालोनी,Nai Kaloni,nai-kaloni,
sadar-s239,sadar,नकटवारा,Nakatwara,nakatwara,
sadar-s240,sadar,नक्खास,Nakkhas,nakkhas,
sadar-s241,sadar,नजरबाग,Najarbag,najarbag,
sadar-s242,sadar,नन्दापुर,Nandapur,nandapur,
sadar-s243,sadar,नययर कालोनी,Nayyar Kaloni,nayyar-kaloni,
sadar-s244,sadar,नया पुरवा आ0 योजना(वि0प्रा0),Naya Purwa A0 Yojna(Vi0pra0),naya-purwa-a0-yojna-vi0pra0,
sadar-s245,sadar,नयाघाट,Nayaghat,nayaghat,
sadar-s246,sadar,नयापुरवा (नियांवा),Nayapurwa (Niyanwa),nayapurwa-niyanwa,
sadar-s247,sadar,नयापुरवा (रानोपाली),Nayapurwa (Ranopali),nayapurwa-ranopali,
sadar-s248,sadar,नयी दुनिया मोहल्ला,Nayi Duniya Mohalla,nayi-duniya-mohalla,
sadar-s249,sadar,नरायनपुर,Narayanpur,narayanpur,
sadar-s250,sadar,नरियावां,Nariyawan,nariyawan,
sadar-s251,sadar,नवीन नगर,Navin Nagar,navin-nagar,
sadar-s252,sadar,नहरबाग,Naharbagh,naharbagh,
sadar-s253,sadar,नाका,Naka,naka,
sadar-s254,sadar,नाका मुजफरा,Naka Mujafra,naka-mujafra,
sadar-s255,sadar,नारा,Nara,nara,
sadar-s256,sadar,नियांवा,Niyanwa,niyanwa,
sadar-s257,sadar,निर्मली कुण्ड,Nirmali Kund,nirmali-kund,
sadar-s258,sadar,निर्मोचन घाट,Nirmochan Ghat,nirmochan-ghat,
sadar-s259,sadar,नील बिहार कालोनी(वि0प्रा0),Nil Bihar Kaloni(Vi0pra0),nil-bihar-kaloni-vi0pra0,
sadar-s260,sadar,नेव कबीरपुर,Nev Kabirpur,nev-kabirpur,
sadar-s261,sadar,नेवातीपुरा,Newatipura,newatipura,
sadar-s262,sadar,नोनहटिया,Nonahtiya,nonahtiya,
sadar-s263,sadar,नौगजी,Naugji,naugji,
sadar-s264,sadar,नौघड़ा,Naughra,naughra,
sadar-s265,sadar,पकरेला,Pakrela,pakrela,
sadar-s266,sadar,पटेल नगर,Patel Nagar,patel-nagar,
sadar-s267,sadar,पठान टोलिया,Pathan Toliya,pathan-toliya,
sadar-s268,sadar,पदुमपुरी कालोनी,Padumpuri Kaloni,padumpuri-kaloni,
sadar-s269,sadar,पम्पारपुर,Pamparpur,pamparpur,
sadar-s270,sadar,परमानपुर,Parmanpur,parmanpur,
sadar-s271,sadar,पलिया टेकधर,Paliya Tekdhar,paliya-tekdhar,
sadar-s272,sadar,पलिया शाहबदी,Paliya Shahabdi,paliya-shahabdi,
sadar-s273,sadar,पहाड़गंज ANP,Paharganj ANP,paharganj-anp,
sadar-s274,sadar,पहाड़गंज BNP,Paharganj BNP,paharganj-bnp,
sadar-s275,sadar,पांजी टोला,Panji Tola,panji-tola,
sadar-s276,sadar,पाण्डेय बाजार,Pandey Bajar,pandey-bajar,
sadar-s277,sadar,पानगली,Panagli,panagli,
sadar-s278,sadar,पाराख़ान,Parakhan,parakhan,
sadar-s279,sadar,पालकीखाना,Palkikhana,palkikhana,
sadar-s280,sadar,पिलखावां,Pilkhawan,pilkhawan,
sadar-s281,sadar,पी0डब्लू0डी0कालोनी,Pi0dablu0di0kaloni,pi0dablu0di0kaloni,
sadar-s282,sadar,पुरखेपुर,Purkhepur,purkhepur,
sadar-s283,sadar,पुरानी सब्जी मण्डी,Purani Sabji Mandi,purani-sabji-mandi,
sadar-s284,sadar,पूरा हुसैन खां,Pura Husain Khan,pura-husain-khan,
sadar-s285,sadar,पौसरा उपरहार,Pausra Uparhar,pausra-uparhar,
sadar-s286,sadar,पौसरा मांझा,Pausra Manjha,pausra-manjha,
sadar-s287,sadar,प्रमोद वन,Pramod Wan,pramod-wan,
sadar-s288,sadar,प्रहलाद घाट,Prahlad Ghat,prahlad-ghat,
sadar-s289,sadar,प्रियदर्शनी आ0योजना(वि0प्रा0),Priydarshani A0yojna(Vi0pra0),priydarshani-a0yojna-vi0pra0,
sadar-s290,sadar,फतेहगंज,Fatehganj,fatehganj,
sadar-s291,sadar,फतेहपुरमुमताजाबाद,Fatehpurmumtajabad,fatehpurmumtajabad,
sadar-s292,sadar,फिरोजपुर,Firojpur,firojpur,
sadar-s293,sadar,फैजाबाद ग्रामीण,Faijabad Gramin,faijabad-gramin,
sadar-s294,sadar,बक्सरिया टोला,Baksariya Tola,baksariya-tola,
sadar-s295,sadar,बजाजा,Bajaja,bajaja,
sadar-s296,sadar,बढई का पुरवा,Badhai Ka Purwa,badhai-ka-purwa,
sadar-s297,sadar,बनगवां,Banagwan,banagwan,
sadar-s298,sadar,बनवारी का पुरवा,Banwari Ka Purwa,banwari-ka-purwa,
sadar-s299,sadar,बन्दन पुर,Bandan Pur,bandan-pur,
sadar-s300,sadar,बन्धा तिराहा व्या0योजना(वि0प्रा),Bandha Tiraha Vya0yojna(Vi0pra),bandha-tiraha-vya0yojna-vi0pra,
sadar-s301,sadar,बबुवापुर,Babuwapur,babuwapur,
sadar-s302,sadar,बरईपारा,Baraipara,baraipara,
sadar-s303,sadar,बरगदहिया,Bargadhiya,bargadhiya,
sadar-s304,sadar,बरवारी टोला,Barwari Tola,barwari-tola,
sadar-s305,sadar,बरहटा उपरहार,Barahta Uparhar,barahta-uparhar,
sadar-s306,sadar,बरहटा मांझा,Barahta Manjha,barahta-manjha,
sadar-s307,sadar,बल्ला हाता,Balla Hata,balla-hata,
sadar-s308,sadar,बसंत अली का हाता,Basant Ali Ka Hata,basant-ali-ka-hata,
sadar-s309,sadar,बहादुरगंज,Bahadurganj,bahadurganj,
