sro,sro_name,page,segment_no,segment_hi,village_hi,vcode,land_rate,shop_single_land,shop_multi,office,extra,flag
sadar1,Sadar-1,103,57,स्टेट बैंक कालोनी होते हुए जाफरा बाजार चौराहे तक,अधियारी बाग,0058,,95500,99500,89000,,
sadar1,Sadar-1,103,57,स्टेट बैंक कालोनी होते हुए जाफरा बाजार चौराहे तक,जाफरा बाजार,0088,,95500,99500,89000,,
sadar1,Sadar-1,103,57,स्टेट बैंक कालोनी होते हुए जाफरा बाजार चौराहे तक,रमदत्तरपुर,0074,,95500,99500,89000,,
sadar1,Sadar-1,103,58,पट्टन तिराहा से होते हुए वृन्दावन कालोनी तक,पट्टन,0025,,95500,99500,89000,,
sadar1,Sadar-1,103,58,पट्टन तिराहा से होते हुए वृन्दावन कालोनी तक,लच्छीपुर,0018,,95500,99500,89000,,
sadar1,Sadar-1,103,59,"हनुमान प्रसाद पोद्दार मूर्ति होते हुए मधूसूदनं अपार्टमेण्ट [2nd line cut off by table rule, illegible]",शाहपुर,0068,,95500,99500,89000,,segment text second line cut off in scan
sadar1,Sadar-1,103,60,राजघाट मोड़ के बाद से बसन्तपुर तकिया मस्जिद तक व बसन्तपुर तकिया से लालपुर तिराहा तक,बसन्तपुर खास,0095,,95500,99500,89000,,
sadar1,Sadar-1,103,60,राजघाट मोड़ के बाद से बसन्तपुर तकिया मस्जिद तक व बसन्तपुर तकिया से लालपुर तिराहा तक,बसन्तपुर तकिया,0095,,95500,99500,89000,,
sadar1,Sadar-1,103,60,राजघाट मोड़ के बाद से बसन्तपुर तकिया मस्जिद तक व बसन्तपुर तकिया से लालपुर तिराहा तक,बसन्तपुर मुस्तकिल,0095,,95500,99500,89000,,
sadar1,Sadar-1,103,60,राजघाट मोड़ के बाद से बसन्तपुर तकिया मस्जिद तक व बसन्तपुर तकिया से लालपुर तिराहा तक,मिर्जापुर,0085,,95500,99500,89000,,
sadar1,Sadar-1,103,61,निजामपुर तिराहा के बाद से होते हुए मिर्जापुर तिराहा तक,मिर्जापुर,0085,,95500,99500,89000,,
sadar1,Sadar-1,103,61,निजामपुर तिराहा के बाद से होते हुए मिर्जापुर तिराहा तक,निजामपुर,0080,,95500,99500,89000,,
sadar1,Sadar-1,104,62,चन्द्रा पेट्रोल पम्प के बाद से पहले यूनियम बैंक के सामने से होते हुए बसन्त अपार्टमेण्ट होते हुए भगत चौराहा तक,शास्त्रीनगर,0139,,95500,99500,89000,,
sadar1,Sadar-1,104,62,चन्द्रा पेट्रोल पम्प के बाद से पहले यूनियम बैंक के सामने से होते हुए बसन्त अपार्टमेण्ट होते हुए भगत चौराहा तक,राजेन्द्रनगर पूर्वी,0018,,95500,99500,89000,,
sadar1,Sadar-1,104,62,चन्द्रा पेट्रोल पम्प के बाद से पहले यूनियम बैंक के सामने से होते हुए बसन्त अपार्टमेण्ट होते हुए भगत चौराहा तक,लच्छीपुर,0018,,95500,99500,89000,,
sadar1,Sadar-1,104,63,भगत चौराहा के बाद से शास्त्रीनगर होते हुए नकहा क्रासिंग तक,शास्त्रीनगर,0139,,95500,99500,89000,,
sadar1,Sadar-1,104,63,भगत चौराहा के बाद से शास्त्रीनगर होते हुए नकहा क्रासिंग तक,जं0 नकहा नं0 1,0029,,95500,99500,89000,,
sadar1,Sadar-1,104,63,भगत चौराहा के बाद से शास्त्रीनगर होते हुए नकहा क्रासिंग तक,लच्छीपुर,0018,,95500,99500,89000,,
sadar1,Sadar-1,105,01,नगर पंचायत सीमा में गोरखपुर की तरफ से आने वाली सडक नगर पंचायत होते हुए चुंगी चौराहे तक,कबीरनगर,0162,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,01,नगर पंचायत सीमा में गोरखपुर की तरफ से आने वाली सडक नगर पंचायत होते हुए चुंगी चौराहे तक,नेहरूनगर,0167,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,01,नगर पंचायत सीमा में गोरखपुर की तरफ से आने वाली सडक नगर पंचायत होते हुए चुंगी चौराहे तक,रामानगर,0168,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,02,चुंगी चौराहा के बाद से सिधावल ग्रामसभा नगर पंचायत की सीमा तक भटहट रोड,बुद्धनगर,0165,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,02,चुंगी चौराहा के बाद से सिधावल ग्रामसभा नगर पंचायत की सीमा तक भटहट रोड,शास्त्रीनगर,0171,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,03,"रेलवे क्रासिंग के बाद से हनुमान मंदिर, हरखापुर चौराहा होते हुए नगर पंचायत की सीमा तक हाटा रोड",बापू नगर,0163,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,03,"रेलवे क्रासिंग के बाद से हनुमान मंदिर, हरखापुर चौराहा होते हुए नगर पंचायत की सीमा तक हाटा रोड",सुबाष चन्द्र बोष नगर,0172,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,04,हनुमान मंदिर के बाद से नगर पंचायत की सीमा तक सोनबरसा रोड,सुबाष चन्द्र बोष नगर,0172,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",नेहरूनगर,0167,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",महर्षि दयानन्द नगर,0166,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",लोहियानगर,0169,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",विवेकानन्द नगर,0170,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",शास्त्रीनगर,0171,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,06,"वार्ड नं0 6 कृष्णा के मकान से मुख्य बाजार, रमजान के घर, बड़े गाव चौराहा से नगर पंचायत सीमा तक",अम्बेडकर नगर,0161,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,06,"वार्ड नं0 6 कृष्णा के मकान से मुख्य बाजार, रमजान के घर, बड़े गाव चौराहा से नगर पंचायत सीमा तक",बजरंग नगर,0164,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,06,"वार्ड नं0 6 कृष्णा के मकान से मुख्य बाजार, रमजान के घर, बड़े गाव चौराहा से नगर पंचायत सीमा तक",विवेकानन्द नगर,0170,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,07,हरीबैण्ड चौराहे के बाद से चुंगी चौराहा तक,लोहिया नगर,0169,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar1,Sadar-1,105,07,हरीबैण्ड चौराहे के बाद से चुंगी चौराहा तक,शास्त्रीनगर,0171,,70000,78000,68000,list=nagar panchayat segment list (serial restarts at 01),rows slightly misaligned in scan; all rows print same rates
sadar2,Sadar-2,50,1,बेतियाहाता चौराहा से अलहदादलपुर चौराहा तक,अलहदादपुर,0028,35000,,,,row_no=1;shop_rent_per_sqm=375,
sadar2,Sadar-2,50,1,बेतियाहाता चौराहा से अलहदादलपुर चौराहा तक,बेतिहायाता,0046,35000,,,,row_no=2;shop_rent_per_sqm=375,village spelled बेतिहायाता as printed
sadar2,Sadar-2,50,2,अलहदादपुर चौराहा के बाद से नांगलिया हास्पिटल होते हुए नार्मल टैक्सी स्टैण्ड तक,अलहदादपुर,0023,33000,,,,row_no=3;shop_rent_per_sqm=350,vcode 0023 differs from 0028 at row 1 (as printed)
sadar2,Sadar-2,50,2,अलहदादपुर चौराहा के बाद से नांगलिया हास्पिटल होते हुए नार्मल टैक्सी स्टैण्ड तक,खुर्रमपुर,0047,33000,,,,row_no=4;shop_rent_per_sqm=350,
sadar2,Sadar-2,50,2,अलहदादपुर चौराहा के बाद से नांगलिया हास्पिटल होते हुए नार्मल टैक्सी स्टैण्ड तक,रायगंज दक्षिणी,0009,33000,,,,row_no=5;shop_rent_per_sqm=350,
sadar2,Sadar-2,50,3,नार्मल टैक्सी स्टैण्ड से टीपीनगर तक,तुर्कमानपुर,0008,33000,,,,row_no=6;shop_rent_per_sqm=350,
sadar2,Sadar-2,50,4,तुर्कमानपुर तिराहे से हांसूपुर बंधे तक,हांसूपुर,0038,30000,,,,row_no=7;shop_rent_per_sqm=300,
sadar2,Sadar-2,50,5,टीपीनगर से मंशी प्रेमचन्द पार्क होते हुए अलहदादपुर रोड तक,तुर्कमानपुर,0008,33000,,,,row_no=8;shop_rent_per_sqm=350,
sadar2,Sadar-2,50,5,टीपीनगर से मंशी प्रेमचन्द पार्क होते हुए अलहदादपुर रोड तक,बेतियाहाता आवास विकास कालोनी,0094,33000,,,,row_no=9;shop_rent_per_sqm=350,
sadar2,Sadar-2,50,6,मुंशी प्रेमचन्द पार्क से हनुमान मन्दिर होते हुए बेतियाहाता चौराहा तक,बेतियाहाता,0046,36000,,,,row_no=10;shop_rent_per_sqm=375,
sadar2,Sadar-2,50,7,बेतियाहाता चौराहा से कैंट चौराहा तक,दाउदपुर,0013,36000,,,,row_no=11;shop_rent_per_sqm=375,
sadar2,Sadar-2,50,7,बेतियाहाता चौराहा से कैंट चौराहा तक,बेतियाहाता,0046,36000,,,,row_no=12;shop_rent_per_sqm=375,
sadar2,Sadar-2,50,8,कैंट चौराहे के बाद से छात्र संघ चौराहा तक,दाउदपुर,0013,36000,,,,row_no=13;shop_rent_per_sqm=375,
sadar2,Sadar-2,50,8,कैंट चौराहे के बाद से छात्र संघ चौराहा तक,बिलन्दपुर,0014,36000,,,,row_no=14;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,9,छात्रसंघ चौराहा से पैडलेगंज तक,कालेपुर,0050,36000,,,,row_no=15;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,9,छात्रसंघ चौराहा से पैडलेगंज तक,बिलन्दपुर,0014,36000,,,,row_no=16;shop_rent_per_sqm=375,"village printed with trailing comma (बिलन्दपुर,)"
sadar2,Sadar-2,51,10,पैडलेगंज चौराहा के बाद से देवरिया बाई पास मोड तक,दाउदपुर,0013,38000,,,,row_no=17;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,10,पैडलेगंज चौराहा के बाद से देवरिया बाई पास मोड तक,बिलन्दपुर,0014,38000,,,,row_no=18;shop_rent_per_sqm=375,"village printed with trailing comma (बिलन्दपुर,)"
sadar2,Sadar-2,51,11,पैडलेगंज चौक के बाद से मोहददीपुर पुलिस चौकी तक,पड़हा,0051,32000,,,,row_no=19;shop_rent_per_sqm=300,
sadar2,Sadar-2,51,11,पैडलेगंज चौक के बाद से मोहददीपुर पुलिस चौकी तक,मोहददीपुर,0016,36000,,,,row_no=20;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,12,देवरिया बाई पास मोड से रूस्तमपुर चौराहा तक,दाउदपुर,0013,36000,,,,row_no=21;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,12,देवरिया बाई पास मोड से रूस्तमपुर चौराहा तक,रूस्तमपुर,0038,36000,,,,row_no=22;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,13,रूस्तमपुर चौराहा से फलमण्डी चौराहा होते हुए ट्रांसपोर्ट नगर चौराहा तक,दाउदपुर,0013,36000,,,,row_no=23;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,13,रूस्तमपुर चौराहा से फलमण्डी चौराहा होते हुए ट्रांसपोर्ट नगर चौराहा तक,बेतियाहाता,0046,36000,,,,row_no=24;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,13,रूस्तमपुर चौराहा से फलमण्डी चौराहा होते हुए ट्रांसपोर्ट नगर चौराहा तक,मिर्जापुर,0035,36000,,,,row_no=25;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,13,रूस्तमपुर चौराहा से फलमण्डी चौराहा होते हुए ट्रांसपोर्ट नगर चौराहा तक,महेवा,0011,36000,,,,row_no=26;shop_rent_per_sqm=375,
sadar2,Sadar-2,51,14,रूस्तमपुर चौराहे से आजाद चौक होत हूए चिलमापुर तिराहे तक,चिलमापुर,0037,36000,,,,row_no=27;shop_rent_per_sqm=350,
sadar2,Sadar-2,51,14,रूस्तमपुर चौराहे से आजाद चौक होत हूए चिलमापुर तिराहे तक,रूस्तमपुर,0038,36000,,,,row_no=28;shop_rent_per_sqm=350,
sadar2,Sadar-2,51,15,आजाद चौक से नहर रोड होते हुए हाइवे तक,रूस्तमपुर,0038,36000,,,,row_no=29;shop_rent_per_sqm=350,
sadar2,Sadar-2,51,16,चिलमापुर तिराहे से बगहा बाबा मन्दिर तक,चिलमापुर,0037,26000,,,,row_no=30;shop_rent_per_sqm=325,
sadar2,Sadar-2,51,16,चिलमापुर तिराहे से बगहा बाबा मन्दिर तक,पथरा,5845,26000,,,,row_no=31;shop_rent_per_sqm=325,
sadar2,Sadar-2,51,16,चिलमापुर तिराहे से बगहा बाबा मन्दिर तक,भरवलिया,0315,26000,,,,row_no=32;shop_rent_per_sqm=325,
sadar2,Sadar-2,51,16,चिलमापुर तिराहे से बगहा बाबा मन्दिर तक,महुईसुधरपुर,0010,26000,,,,row_no=33;shop_rent_per_sqm=325,
sadar2,Sadar-2,51,16,चिलमापुर तिराहे से बगहा बाबा मन्दिर तक,रूस्तमपुर,0038,26000,,,,row_no=34;shop_rent_per_sqm=325,
sadar2,Sadar-2,51,17,चिलमापुर तिराहे से भरवलिया मोड तक,चिलमापुर,0037,22000,,,,row_no=35;shop_rent_per_sqm=300,
sadar2,Sadar-2,51,17,चिलमापुर तिराहे से भरवलिया मोड तक,भरवलिया,0315,22000,,,,row_no=36;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,18,आजाद चौक से नवल्स एकेडमी होते हुए फलमण्डी चौक तक,महुईसुधरपुर,0010,24000,,,,row_no=37;shop_rent_per_sqm=300,village printed with trailing comma
sadar2,Sadar-2,52,18,आजाद चौक से नवल्स एकेडमी होते हुए फलमण्डी चौक तक,मिर्जापुर,0035,24000,,,,row_no=38;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,18,आजाद चौक से नवल्स एकेडमी होते हुए फलमण्डी चौक तक,महेवा,0011,24000,,,,row_no=39;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,18,आजाद चौक से नवल्स एकेडमी होते हुए फलमण्डी चौक तक,रूस्तमपुर,0038,24000,,,,row_no=40;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,19,आजाद चौक से गोरखपुर पब्लिक स्कूल तक,महुईसुधरपुर,0010,24000,,,,row_no=41;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,20,गोरखपुर पब्लिक से झरवा बांध तक,झरवा,5501,22000,,,,row_no=42;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,20,गोरखपुर पब्लिक से झरवा बांध तक,महुईसुधरपुर,0010,22000,,,,row_no=43;shop_rent_per_sqm=300,village printed with trailing comma
sadar2,Sadar-2,52,21,झरवा हनुमान मन्दिर से टीपीनगर चौक तक,झरवा,5501,24000,,,,row_no=44;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,21,झरवा हनुमान मन्दिर से टीपीनगर चौक तक,पथरा,5843,24000,,,,row_no=45;shop_rent_per_sqm=300,vcode 5843 for पथरा differs from 5845 at row 31 (both verified as printed)
sadar2,Sadar-2,52,21,झरवा हनुमान मन्दिर से टीपीनगर चौक तक,महेवा,0011,24000,,,,row_no=46;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,22,रूस्तमपुर चौराहे से पेट्रोल पम्प तक,रूस्तमपुर,0038,35000,,,,row_no=47;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,22,रूस्तमपुर चौराहे से पेट्रोल पम्प तक,दाउदपुर,0013,35000,,,,row_no=48;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,22,रूस्तमपुर चौराहे से पेट्रोल पम्प तक,बेतियाहाता,0046,35000,,,,row_no=49;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,23,पेट्रोल पम्प के बाद से काली मंदिर से पहले दाउदपुर मोड तक,रूस्तमपुर,0038,35000,,,,row_no=50;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,23,पेट्रोल पम्प के बाद से काली मंदिर से पहले दाउदपुर मोड तक,दाउदपुर,0013,35000,,,,row_no=51;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,23,पेट्रोल पम्प के बाद से काली मंदिर से पहले दाउदपुर मोड तक,बेतियाहाता,0046,35000,,,,row_no=52;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,24,दाउदपुर मोड से कैण्ट चौराहा तक,रूस्तमपुर,0038,35000,,,,row_no=53;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,24,दाउदपुर मोड से कैण्ट चौराहा तक,दाउदपुर,0013,35000,,,,row_no=54;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,24,दाउदपुर मोड से कैण्ट चौराहा तक,बेतियाहाता,0046,35000,,,,row_no=55;shop_rent_per_sqm=375,
sadar2,Sadar-2,52,25,दाउदपुर काली मन्दिर तिराहे से दाउदपुर चौराहे तक,दाउदपुर,0013,33000,,,,row_no=56;shop_rent_per_sqm=300,
sadar2,Sadar-2,52,26,दाउदपुर चौराहे से आर्यन हास्पिटल होते हुए हाइवे तक,दाउदपुर,0013,33000,,,,row_no=57;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,27,दाउदपुर चौराह से विधायक निवास होते हुए हाइवे तक,दाउदपुर,0013,33000,,,,row_no=58;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,28,दाउदपुर चौराहा से डा0 आर0 के0 सी0 मिश्रा होते हुए हाइवे तक।,दाउदपुर,0013,33000,,,,row_no=59;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,कजाकपुर,5222,32000,,,,row_no=60;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,गोपलापुर,0017,32000,,,,row_no=61;shop_rent_per_sqm=300,vcode 0017 (as printed)
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,तालरामगढ़,0020,32000,,,,row_no=62;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,दाउदपुर,0013,32000,,,,row_no=63;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,भरवलिया,0315,32000,,,,row_no=64;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,रूस्तमपुर,0038,32000,,,,row_no=65;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,29,देवरिया बाई पास तिराहे से जी0डी0ए0 आफिस होते हुए सहारा स्टेट तक,रामपुर रामगढ़,0002,32000,,,,row_no=66;shop_rent_per_sqm=300,
sadar2,Sadar-2,53,30,छात्र संघ चौराहे से विश्वविद्यालय चौराहे तक,अराजी छावनी,0054,45000,,,,row_no=67;shop_rent_per_sqm=375,
sadar2,Sadar-2,53,31,रेलवे स्टेशन चौक से पुलिस लाइन होते हुए काली मन्दिर तक,अराजी छावनी,0054,45000,,,,row_no=68;shop_rent_per_sqm=375,
sadar2,Sadar-2,53,32,रेलवे बस स्टेशन से कार्मल स्कूल होते हुए पुलिस लाइन मोड तक।,अराजी छावनी,0054,45000,,,,row_no=69;shop_rent_per_sqm=375,
sadar2,Sadar-2,53,33,काली मन्दिर तिराहे से कचहरी चौक तक।,आराजी छावनी,0054,48000,,,,row_no=70;shop_rent_per_sqm=400,"village printed आराजी छावनी, (with comma)"
sadar2,Sadar-2,53,33,काली मन्दिर तिराहे से कचहरी चौक तक।,चक जलाल,0055,48000,,,,row_no=71;shop_rent_per_sqm=400,
sadar2,Sadar-2,53,33,काली मन्दिर तिराहे से कचहरी चौक तक।,पुर्दिलपुर,0041,48000,,,,row_no=72;shop_rent_per_sqm=400,
sadar2,Sadar-2,53,34,कचहरी चौक से शास्त्री चौराहा होते हुए बेतियाहाता चौक तक,जगन्नाथपुर,0045,36000,,,,row_no=73;shop_rent_per_sqm=350,
sadar2,Sadar-2,53,34,कचहरी चौक से शास्त्री चौराहा होते हुए बेतियाहाता चौक तक,बेतियाहाता,0046,36000,,,,row_no=74;shop_rent_per_sqm=350,
sadar2,Sadar-2,53,34,कचहरी चौक से शास्त्री चौराहा होते हुए बेतियाहाता चौक तक,बनकटीचक,0044,36000,,,,row_no=75;shop_rent_per_sqm=350,
sadar2,Sadar-2,53,34,कचहरी चौक से शास्त्री चौराहा होते हुए बेतियाहाता चौक तक,मेवातीपुर,0024,36000,,,,row_no=76;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,35,छात्र संघ से कचहरी बस स्टेण्ड होते हुए अम्बेडकर चौक तक,आराजी छावनी,0054,39000,,,,row_no=77;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,35,छात्र संघ से कचहरी बस स्टेण्ड होते हुए अम्बेडकर चौक तक,बिलन्दपुर,0014,39000,,,,row_no=78;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,36,अम्बेडकर चौक से शास्त्री चौक होते हुए घोष कम्पनी चौक तक,काजीपुर खुर्द,0045,39000,,,,row_no=79;shop_rent_per_sqm=350,"village printed with trailing comma; vcode 0045 also printed for जगन्नाथपुर (rows 73/137) and काजीपुर खुर्द is 0043 at row 135, as printed"
sadar2,Sadar-2,54,36,अम्बेडकर चौक से शास्त्री चौक होते हुए घोष कम्पनी चौक तक,दाउदपुर,0013,39000,,,,row_no=80;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,36,अम्बेडकर चौक से शास्त्री चौक होते हुए घोष कम्पनी चौक तक,बनकटीचक,0044,39000,,,,row_no=81;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,36,अम्बेडकर चौक से शास्त्री चौक होते हुए घोष कम्पनी चौक तक,मेवातीपुर,0024,39000,,,,row_no=82;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,36,अम्बेडकर चौक से शास्त्री चौक होते हुए घोष कम्पनी चौक तक,मियां बाजार,0023,39000,,,,row_no=83;shop_rent_per_sqm=350,
sadar2,Sadar-2,54,37,अम्बेडकर चौक से हरिओम नगर तिराहे तक,आराजी छावनी,0054,45000,,,,row_no=84;shop_rent_per_sqm=375,
sadar2,Sadar-2,54,38,हरिओम नगर तिराहे से आर0टी0ओ0 आफिस होते हुए चौराहा तक,आराजी छावनी,0054,45000,,,,row_no=85;shop_rent_per_sqm=375,
sadar2,Sadar-2,54,39,हरिओम नगर तिराहे से पार्क रोड तक।,आराजी छावनी,0054,45000,,,,row_no=86;shop_rent_per_sqm=375,
sadar2,Sadar-2,54,40,गोलघर चौराहा से सिटी माल होते हुए विश्वविद्यालय चौराहा तक,आराजी छावनी,0054,48000,,,,row_no=87;shop_rent_per_sqm=400,
sadar2,Sadar-2,54,41,सिटी माल के सामने से अब्बासी नर्सिंग होम होते हुए कार्मल रोड तक,आराजी छावनी,0054,39000,,,,row_no=88;shop_rent_per_sqm=300,
sadar2,Sadar-2,54,42,पार्क रिजेन्सी के बगल से बुद्धा नर्सिंग होम होते हुए रीजनल स्टेडियम गेट तक,आराजी छावनी,0054,42000,,,,row_no=89;shop_rent_per_sqm=400,
sadar2,Sadar-2,54,43,कचहरी चौराहा से हरिओम नगर तिराहे तक,आराजी छावनी,0054,48000,,,,row_no=90;shop_rent_per_sqm=400,
sadar2,Sadar-2,54,44,कचहरी चौक से टाउनहाल चौक तक,चक जलाल,0055,48000,,,,row_no=91;shop_rent_per_sqm=400,
sadar2,Sadar-2,54,45,टाउनहाल चौराहे से ए0डी0 चौक तक,चक जलाल,0055,48000,,,,row_no=92;shop_rent_per_sqm=400,
sadar2,Sadar-2,54,45,टाउनहाल चौराहे से ए0डी0 चौक तक,मियां बाजार,0023,48000,,,,row_no=93;shop_rent_per_sqm=400,
sadar2,Sadar-2,55,46,हरिओमनगर तिराहा से जी0डी0ए0 टावर होते हुए पार्क रोड तक,आराजी छावनी,0054,45000,,,,row_no=94;shop_rent_per_sqm=375,
sadar2,Sadar-2,55,47,हरिओमनगर तिराहा से महाराणा प्रताप इण्टर कालेज होते हुए कचहरी चौक तक,आराजी छावनी,0054,48000,,,,row_no=95;shop_rent_per_sqm=400,
sadar2,Sadar-2,55,48,हरिओमनगर तिराहा से आर0टी0ओ0 आफिस होते हुए विश्वविद्यालय तक,आराजी छावनी,0054,45000,,,,row_no=96;shop_rent_per_sqm=375,
sadar2,Sadar-2,55,49,जिलाधिकारी आवास के आगे चौराहे से अमर सिंह स्कूल होते हुए पार्क रोड तक,आराजी छावनी,0054,42000,,,,row_no=97;shop_rent_per_sqm=375,
sadar2,Sadar-2,55,50,इन्दिरा बाल बिहार तिराहे से गोलघर श्रीमती इन्दिरागांधी प्रतिमा तक,आराजी छावनी,0054,48000,,,,row_no=98;shop_rent_per_sqm=400,
sadar2,Sadar-2,55,51,गोलघर गांधी गली से बैंक रोड तिराहे तक,चक जलाल,0055,48000,,,,row_no=99;shop_rent_per_sqm=400,
sadar2,Sadar-2,55,52,काली मन्दिर तिराहे से स्पेयर पार्ट मार्केट होते हुए राज टाकीज रोड तक,जटेपुर दक्षिणी,0059,45000,,,,row_no=100;shop_rent_per_sqm=375,
sadar2,Sadar-2,55,52,काली मन्दिर तिराहे से स्पेयर पार्ट मार्केट होते हुए राज टाकीज रोड तक,पुर्दिलपुर,0041,45000,,,,row_no=101;shop_rent_per_sqm=375,
sadar2,Sadar-2,55,53,बलदेव प्लाजा के बगल से खोवा मण्डी होते हुए विजय चौक रोड तक।,चक जलाल,0055,45000,,,,row_no=102;shop_rent_per_sqm=375,
