sro,sro_name,page,segment_no,segment_hi,village_hi,vcode,land_rate,shop_single_land,shop_multi,office,extra,flag
sadar1,Sadar-1,68,01,नगर पंचायत सीमा में गोरखपुर की तरफ से आने वाली सडक नगर पंचायत होते हुए चुंगी चौराहे तक,रामानगर,0168,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,02,चुंगी चौराहा के बाद से सिधावल ग्रामसभा नगर पंचायत की सीमा तक भटहट रोड,बुद्धनगर,0165,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,02,चुंगी चौराहा के बाद से सिधावल ग्रामसभा नगर पंचायत की सीमा तक भटहट रोड,शास्त्रीनगर,0171,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,03,"रेलवे क्रासिंग के बाद से हनुमान मंदिर, हरखापुर चौराहा होते हुए नगर पंचायत की सीमा तक हाटा रोड",बापू नगर,0163,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,03,"रेलवे क्रासिंग के बाद से हनुमान मंदिर, हरखापुर चौराहा होते हुए नगर पंचायत की सीमा तक हाटा रोड",सुबाष चन्द्र बोष नगर,0172,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,04,हनुमान मंदिर के बाद से नगर पंचायत की सीमा तक सोनबरसा रोड,सुबाष चन्द्र बोष नगर,0172,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",नेहरूनगर,0167,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",महर्षि दयानन्द नगर,0166,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",लोहियानगर,0169,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",विवेकानन्द नगर,0170,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,05,"रामलीला मैदान पुलिया के बाद से थाना, मुख्य बाजार चौक, हरीबैण्ड चौराहा, विजय चौक, होकर नगर पंचायत की सीमा तक भटहट रोड",शास्त्रीनगर,0171,16000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,06,"वार्ड नं0 6 कृष्णा के मकान से मुख्य बाजार, रमजान के घर, बड़े गाव चौराहा से नगर पंचायत सीमा तक",अम्बेडकर नगर,0161,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,06,"वार्ड नं0 6 कृष्णा के मकान से मुख्य बाजार, रमजान के घर, बड़े गाव चौराहा से नगर पंचायत सीमा तक",बजरंग नगर,0164,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,06,"वार्ड नं0 6 कृष्णा के मकान से मुख्य बाजार, रमजान के घर, बड़े गाव चौराहा से नगर पंचायत सीमा तक",विवेकानन्द नगर,0170,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,07,हरीबैण्ड चौराहे के बाद से चुंगी चौराहा तक,लोहिया नगर,0169,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,68,07,हरीबैण्ड चौराहे के बाद से चुंगी चौराहा तक,शास्त्रीनगर,0171,13000,,,,table=नगर पंचायत क्षेत्र (serials restart at 01),
sadar1,Sadar-1,91,1,धर्मशाला चौराह से जटाशंकर चौक व होटल गंगेज चौराहा होते हुए दुर्गाबाडी चौराहा तक,नियामत चक,0097,,95500,99500,89000,,
sadar1,Sadar-1,91,1,धर्मशाला चौराह से जटाशंकर चौक व होटल गंगेज चौराहा होते हुए दुर्गाबाडी चौराहा तक,रूद्रपुर,0065,,95500,99500,89000,,
sadar1,Sadar-1,91,1,धर्मशाला चौराह से जटाशंकर चौक व होटल गंगेज चौराहा होते हुए दुर्गाबाडी चौराहा तक,हुमायूपुर दक्षिणी,0084,,95500,99500,89000,,
sadar1,Sadar-1,91,1ए,होटल गंगेज चौराहा से अलीनगर चौराहा तक तक,नियामत चक,0097,,95500,99500,89000,,
sadar1,Sadar-1,91,1ए,होटल गंगेज चौराहा से अलीनगर चौराहा तक तक,रूद्रपुर,0065,,95500,99500,89000,,
sadar1,Sadar-1,91,1ए,होटल गंगेज चौराहा से अलीनगर चौराहा तक तक,हुमायूपुर दक्षिणी,0084,,95500,99500,89000,,
sadar1,Sadar-1,91,2,दुर्गाबाडी चौराहा के बाद से सरस्वती शिशु मंदिर होते हुए सूरजकुण्ड रेलवे क्रासिंग मार्ग तक,अधियारी बाग,0058,,95500,99500,89000,,
sadar1,Sadar-1,91,2,दुर्गाबाडी चौराहा के बाद से सरस्वती शिशु मंदिर होते हुए सूरजकुण्ड रेलवे क्रासिंग मार्ग तक,काजीपुर कला,0075,,95500,99500,89000,,
sadar1,Sadar-1,91,2,दुर्गाबाडी चौराहा के बाद से सरस्वती शिशु मंदिर होते हुए सूरजकुण्ड रेलवे क्रासिंग मार्ग तक,तिवारीपुर,0063,,95500,99500,89000,,
sadar1,Sadar-1,91,2,दुर्गाबाडी चौराहा के बाद से सरस्वती शिशु मंदिर होते हुए सूरजकुण्ड रेलवे क्रासिंग मार्ग तक,रमदत्तपुर,0074,,95500,99500,89000,,
sadar1,Sadar-1,91,3,चरन लाल चौराहे के बाद से जाफरा बाजार चौराहे तक,अलीनगर उत्तरी,0082,,95500,99500,89000,,
sadar1,Sadar-1,91,3,चरन लाल चौराहे के बाद से जाफरा बाजार चौराहे तक,जाफरा बाजार,0088,,95500,99500,89000,,
sadar1,Sadar-1,91,3,चरन लाल चौराहे के बाद से जाफरा बाजार चौराहे तक,दीवान बाजार,0064,,95500,99500,89000,,
sadar1,Sadar-1,91,3,चरन लाल चौराहे के बाद से जाफरा बाजार चौराहे तक,रूद्रपुर,0065,,95500,99500,89000,,
sadar1,Sadar-1,92,4,अलीनगर चौराहे के बाद से चरन लाल चौराहे तक,अलीनगर,0082,,103000,110000,99500,,
sadar1,Sadar-1,92,4,अलीनगर चौराहे के बाद से चरन लाल चौराहे तक,अलीनगर उत्तरी,0082,,103000,110000,99500,,
sadar1,Sadar-1,92,4,अलीनगर चौराहे के बाद से चरन लाल चौराहे तक,दीवान बाजार,0064,,103000,110000,99500,,
sadar1,Sadar-1,92,4,अलीनगर चौराहे के बाद से चरन लाल चौराहे तक,हजारीपुर,0103,,103000,110000,99500,,
sadar1,Sadar-1,92,5,अलीनगर चौराहे के बाद से हजारीपुर चौराहा हाते हुए जटाशंकर चौक तक,अलीनगर उत्तरी,0082,,103000,110000,99500,,
sadar1,Sadar-1,92,5,अलीनगर चौराहे के बाद से हजारीपुर चौराहा हाते हुए जटाशंकर चौक तक,अलीनगर दक्षिणी,0082,,103000,110000,99500,,
sadar1,Sadar-1,92,5,अलीनगर चौराहे के बाद से हजारीपुर चौराहा हाते हुए जटाशंकर चौक तक,नियामत चक,0097,,103000,110000,99500,,
sadar1,Sadar-1,92,5,अलीनगर चौराहे के बाद से हजारीपुर चौराहा हाते हुए जटाशंकर चौक तक,हजारीपुर,0103,,103000,110000,99500,,
sadar1,Sadar-1,92,6,चरण लाल चौराहे के बाद सेदुर्गाबाडी चौराहा तक,अलीनगर उत्तरी,0082,,95500,99500,89000,,
sadar1,Sadar-1,92,6,चरण लाल चौराहे के बाद सेदुर्गाबाडी चौराहा तक,रूद्रपुर,0065,,95500,99500,89000,,
sadar1,Sadar-1,92,6,चरण लाल चौराहे के बाद सेदुर्गाबाडी चौराहा तक,हुमायूपुर दक्षिणी,0084,,95500,99500,89000,,
sadar1,Sadar-1,92,7,मस्जिद तिराहे से चौरहिया गोला होते हुए साहबगंज चौराहे तक,इस्लामचक,0090,,103000,110000,99500,,
sadar1,Sadar-1,92,7,मस्जिद तिराहे से चौरहिया गोला होते हुए साहबगंज चौराहे तक,खूनीपुर,0043,,103000,110000,99500,,
sadar1,Sadar-1,92,7,मस्जिद तिराहे से चौरहिया गोला होते हुए साहबगंज चौराहे तक,नसीराबाद,0048,,103000,110000,99500,,
sadar1,Sadar-1,92,8,साहबगंज चौराहे के बाद से खूनीपुर चौराहे तक,इस्लामचक,0090,,103000,110000,99500,,
sadar1,Sadar-1,92,8,साहबगंज चौराहे के बाद से खूनीपुर चौराहे तक,खूनीपुर,0043,,103000,110000,99500,,
sadar1,Sadar-1,92,8,साहबगंज चौराहे के बाद से खूनीपुर चौराहे तक,नसीराबाद,0048,,103000,110000,99500,,
sadar1,Sadar-1,93,9,असुरन चौराहा के बाद से एच0एन0 सिंह चौराहा तक,वशारतपुर,0091,,103000,110000,99500,,
sadar1,Sadar-1,93,9,असुरन चौराहा के बाद से एच0एन0 सिंह चौराहा तक,भेडियागढ,0050,,103000,110000,99500,,
sadar1,Sadar-1,93,9,असुरन चौराहा के बाद से एच0एन0 सिंह चौराहा तक,शाहपुर,0068,,103000,110000,99500,,
sadar1,Sadar-1,93,10,एच0एन0 सिंह चौराहे के बाद से राप्तीनगर फेज-4 चौराहा तक,चरगॉवा (खजांची चौक),0001,,103000,110000,99500,,
sadar1,Sadar-1,93,10,एच0एन0 सिंह चौराहे के बाद से राप्तीनगर फेज-4 चौराहा तक,बशारतपुर (खजांची चौक),0091,,103000,110000,99500,,
sadar1,Sadar-1,93,10,एच0एन0 सिंह चौराहे के बाद से राप्तीनगर फेज-4 चौराहा तक,राप्तीनगर (खजांची चौक),0016,,103000,110000,99500,,
sadar1,Sadar-1,93,10,एच0एन0 सिंह चौराहे के बाद से राप्तीनगर फेज-4 चौराहा तक,हरसेवकपुर (खजांची चौक),0093,,103000,110000,99500,,
sadar1,Sadar-1,93,11,राप्तीनगर फेज-4 चौराहा के बाद से झुगिया बाजार नगर निगम सीमा तक,झुंगिया,0002,,103000,110000,99500,,
sadar1,Sadar-1,93,11,राप्तीनगर फेज-4 चौराहा के बाद से झुगिया बाजार नगर निगम सीमा तक,फतेहपुर,0003,,103000,110000,99500,,
sadar1,Sadar-1,93,11,राप्तीनगर फेज-4 चौराहा के बाद से झुगिया बाजार नगर निगम सीमा तक,मानबेला,0005,,103000,110000,99500,,
sadar1,Sadar-1,93,11,राप्तीनगर फेज-4 चौराहा के बाद से झुगिया बाजार नगर निगम सीमा तक,सलेमपुर उर्फ मुगलपुर,0004,,103000,110000,99500,,
sadar1,Sadar-1,93,12,असुरन चौराहा के बाद से गीतावाटिका उत्तरी बाउण्ड्री तक,घोषीपुरवा,0057,,103000,110000,99500,,
sadar1,Sadar-1,93,12,असुरन चौराहा के बाद से गीतावाटिका उत्तरी बाउण्ड्री तक,जं0 मातादीन,0034,,103000,110000,99500,,
sadar1,Sadar-1,93,12,असुरन चौराहा के बाद से गीतावाटिका उत्तरी बाउण्ड्री तक,जं0 सालिकराम,0033,,103000,110000,99500,,
sadar1,Sadar-1,93,12,असुरन चौराहा के बाद से गीतावाटिका उत्तरी बाउण्ड्री तक,धर्मपुर,0069,,103000,110000,99500,,
sadar1,Sadar-1,93,12,असुरन चौराहा के बाद से गीतावाटिका उत्तरी बाउण्ड्री तक,शाहपुर,0068,,103000,110000,99500,,
sadar1,Sadar-1,93,12,असुरन चौराहा के बाद से गीतावाटिका उत्तरी बाउण्ड्री तक,शिवपुर सहवाजगंज,0032,,103000,110000,99500,,
sadar1,Sadar-1,94,13,गीतावाटिका उत्तरी बाउण्ड्री के बाद से धर्मपुर तिराहे तक,घोषीपुरवा,0057,,103000,110000,99500,,
sadar1,Sadar-1,94,13,गीतावाटिका उत्तरी बाउण्ड्री के बाद से धर्मपुर तिराहे तक,शाहपुर,0068,,103000,110000,99500,,
sadar1,Sadar-1,94,13,गीतावाटिका उत्तरी बाउण्ड्री के बाद से धर्मपुर तिराहे तक,धर्मपुर,0069,,103000,110000,99500,,
sadar1,Sadar-1,94,14,धर्मपुर तिराहे के बाद से पादरी बाजार पुलिस चौकी तक,जं0 मातादीन,0034,,103000,110000,99500,,
sadar1,Sadar-1,94,14,धर्मपुर तिराहे के बाद से पादरी बाजार पुलिस चौकी तक,जं0 सालिकराम,0033,,103000,110000,99500,,
sadar1,Sadar-1,94,14,धर्मपुर तिराहे के बाद से पादरी बाजार पुलिस चौकी तक,शिवपुर सहवाजगंज,0032,,103000,110000,99500,,
sadar1,Sadar-1,94,14,धर्मपुर तिराहे के बाद से पादरी बाजार पुलिस चौकी तक,धर्मपुर,0069,,103000,110000,99500,,
sadar1,Sadar-1,94,15,पुलिसबूथ चौराहा कौआबाग के बाद से जेल बाईपास रोड हाते हुए पादरी बाजार पुलिस बूथ तक,शाहपुर,0068,,95500,99500,89000,,
sadar1,Sadar-1,94,15,पुलिसबूथ चौराहा कौआबाग के बाद से जेल बाईपास रोड हाते हुए पादरी बाजार पुलिस बूथ तक,जं0 सालिकराम,0033,,95500,99500,89000,,
sadar1,Sadar-1,94,15,पुलिसबूथ चौराहा कौआबाग के बाद से जेल बाईपास रोड हाते हुए पादरी बाजार पुलिस बूथ तक,जं0 हकीम नं0 1,0035,,95500,99500,89000,,
sadar1,Sadar-1,94,15,पुलिसबूथ चौराहा कौआबाग के बाद से जेल बाईपास रोड हाते हुए पादरी बाजार पुलिस बूथ तक,जं0 मातादीन,0034,,95500,99500,89000,,
sadar1,Sadar-1,94,15,पुलिसबूथ चौराहा कौआबाग के बाद से जेल बाईपास रोड हाते हुए पादरी बाजार पुलिस बूथ तक,शिवपुर सहवाजगंज,0032,,95500,99500,89000,,
sadar1,Sadar-1,94,16,पादरी बाजार पुलिस बूथ के बाद से संगम चौराहा होते हुए खजांची चौराहा तक,शाहपुर,0068,,95500,99500,89000,,
sadar1,Sadar-1,94,16,पादरी बाजार पुलिस बूथ के बाद से संगम चौराहा होते हुए खजांची चौराहा तक,जं0 सालिकराम,0033,,95500,99500,89000,,
sadar1,Sadar-1,94,16,पादरी बाजार पुलिस बूथ के बाद से संगम चौराहा होते हुए खजांची चौराहा तक,जं0 शिवपुर सहवाजगंज,0032,,95500,99500,89000,,
sadar1,Sadar-1,94,16,पादरी बाजार पुलिस बूथ के बाद से संगम चौराहा होते हुए खजांची चौराहा तक,बशारतपुर,0091,,95500,99500,89000,,
sadar1,Sadar-1,94,16,पादरी बाजार पुलिस बूथ के बाद से संगम चौराहा होते हुए खजांची चौराहा तक,हरसेवकपुर नं0 1,0093,,95500,99500,89000,,
sadar1,Sadar-1,95,17,खजांची चौराहा होते हुए स्पोर्स्ट कालेज भगवानपुर होते हुए बरगदवा चौराहा तक,जं0 नकहा नं0 2,0030,,103000,110000,99500,,
sadar1,Sadar-1,95,17,खजांची चौराहा होते हुए स्पोर्स्ट कालेज भगवानपुर होते हुए बरगदवा चौराहा तक,जं0 नकहा नं0 1,0029,,103000,110000,99500,,
sadar1,Sadar-1,95,17,खजांची चौराहा होते हुए स्पोर्स्ट कालेज भगवानपुर होते हुए बरगदवा चौराहा तक,राप्तीनगर कालोनी,0016,,103000,110000,99500,,
sadar1,Sadar-1,95,17,खजांची चौराहा होते हुए स्पोर्स्ट कालेज भगवानपुर होते हुए बरगदवा चौराहा तक,हरसेवकपुर नं0 1,0093,,103000,110000,99500,,
sadar1,Sadar-1,95,18,एच0एन0 सिंह चौराहे के बाद से कृष्णा नगर कालोनी होते हुए हडहवा रेलवे क्रासिंग तक,कृष्णानगर,0121,,103000,110000,99500,,
sadar1,Sadar-1,95,18,एच0एन0 सिंह चौराहे के बाद से कृष्णा नगर कालोनी होते हुए हडहवा रेलवे क्रासिंग तक,जटेपुर उत्तरी,0038,,103000,110000,99500,,
sadar1,Sadar-1,95,18,एच0एन0 सिंह चौराहे के बाद से कृष्णा नगर कालोनी होते हुए हडहवा रेलवे क्रासिंग तक,बशारतपुर,0091,,103000,110000,99500,,
sadar1,Sadar-1,95,18,एच0एन0 सिंह चौराहे के बाद से कृष्णा नगर कालोनी होते हुए हडहवा रेलवे क्रासिंग तक,राप्तीनगर,0016,,103000,110000,99500,,
sadar1,Sadar-1,95,18,एच0एन0 सिंह चौराहे के बाद से कृष्णा नगर कालोनी होते हुए हडहवा रेलवे क्रासिंग तक,लोहियानगर,0128,,103000,110000,99500,,
sadar1,Sadar-1,95,18,एच0एन0 सिंह चौराहे के बाद से कृष्णा नगर कालोनी होते हुए हडहवा रेलवे क्रासिंग तक,शक्तिनगर,0132,,103000,110000,99500,,
sadar1,Sadar-1,95,19,हडहवा रेलवे क्रासिंग के बाद से हुमायूपुर रेलवे क्रासिंग होते हुए गंगेज हौटल चौराहा तक,चकसा हुसैन,0031,,95500,99500,89000,,
sadar1,Sadar-1,95,19,हडहवा रेलवे क्रासिंग के बाद से हुमायूपुर रेलवे क्रासिंग होते हुए गंगेज हौटल चौराहा तक,जटेपुर उत्तरी,0038,,95500,99500,89000,,
sadar1,Sadar-1,95,19,हडहवा रेलवे क्रासिंग के बाद से हुमायूपुर रेलवे क्रासिंग होते हुए गंगेज हौटल चौराहा तक,लोहियानगर,0128,,95500,99500,89000,,
sadar1,Sadar-1,95,19,हडहवा रेलवे क्रासिंग के बाद से हुमायूपुर रेलवे क्रासिंग होते हुए गंगेज हौटल चौराहा तक,हुमायूपुर उ0 नया क्षेत्र,0037,,95500,99500,89000,,
sadar1,Sadar-1,95,19,हडहवा रेलवे क्रासिंग के बाद से हुमायूपुर रेलवे क्रासिंग होते हुए गंगेज हौटल चौराहा तक,हुमायूपुर उ0 पुराना क्षेत्र,0036,,95500,99500,89000,,
sadar1,Sadar-1,95,19,हडहवा रेलवे क्रासिंग के बाद से हुमायूपुर रेलवे क्रासिंग होते हुए गंगेज हौटल चौराहा तक,हुमायूपुर दक्षिणी,0084,,95500,99500,89000,,
sadar1,Sadar-1,95,20,चारफाटक के बाद से कौआबाग एवं बिछिया होते हुए असुरन तक,घोषीपुरवा,0057,,95500,99500,89000,,
sadar1,Sadar-1,95,20,चारफाटक के बाद से कौआबाग एवं बिछिया होते हुए असुरन तक,भेडियागढ,0050,,95500,99500,89000,,
sadar1,Sadar-1,95,20,चारफाटक के बाद से कौआबाग एवं बिछिया होते हुए असुरन तक,शाहपुर,0068,,95500,99500,89000,,
sadar1,Sadar-1,96,21,खजांची चौराहे के बाद से फातिमा हास्पिटल होते हुए पादरी बाजार पुलिस बूथ तक,जं0 मातादीन,0034,,95500,99500,89000,,
sadar1,Sadar-1,96,21,खजांची चौराहे के बाद से फातिमा हास्पिटल होते हुए पादरी बाजार पुलिस बूथ तक,जं0 सालिकराम,0033,,95500,99500,89000,,
sadar1,Sadar-1,96,21,खजांची चौराहे के बाद से फातिमा हास्पिटल होते हुए पादरी बाजार पुलिस बूथ तक,जं0 हकीम नं0 1,0035,,95500,99500,89000,,
sadar1,Sadar-1,96,21,खजांची चौराहे के बाद से फातिमा हास्पिटल होते हुए पादरी बाजार पुलिस बूथ तक,बशारतपुर,0091,,95500,99500,89000,,
sadar1,Sadar-1,96,21,खजांची चौराहे के बाद से फातिमा हास्पिटल होते हुए पादरी बाजार पुलिस बूथ तक,शिवपुर सहवाजगंज,0032,,95500,99500,89000,,
sadar1,Sadar-1,96,21,खजांची चौराहे के बाद से फातिमा हास्पिटल होते हुए पादरी बाजार पुलिस बूथ तक,हरसेवकपुर नं0 1,0093,,95500,99500,89000,,
sadar1,Sadar-1,96,22,गोरखनाथ ओवरब्रिज होते हुए गोरखनाथ मंदिर के पहले गेट तक,अधियारी बाग,0058,,103000,110000,99500,,
sadar1,Sadar-1,96,22,गोरखनाथ ओवरब्रिज होते हुए गोरखनाथ मंदिर के पहले गेट तक,पुराना गोरखपुर,0042,,103000,110000,99500,,
sadar1,Sadar-1,96,22,गोरखनाथ ओवरब्रिज होते हुए गोरखनाथ मंदिर के पहले गेट तक,हुमायूपुर उत्तरी,0037,,103000,110000,99500,,
sadar1,Sadar-1,96,23,गोरखनाथ के बाद से नथमलपुर होते हुए राणी सती मंदिर तक,नथमलपुर,0039,,95500,99500,89000,,
sadar1,Sadar-1,96,23,गोरखनाथ के बाद से नथमलपुर होते हुए राणी सती मंदिर तक,पुराना गोरखपुर,0042,,95500,99500,89000,,
sadar1,Sadar-1,96,23,गोरखनाथ के बाद से नथमलपुर होते हुए राणी सती मंदिर तक,मिर्जापुर पचपेड़वा,0040,,95500,99500,89000,,
sadar1,Sadar-1,96,24,गोरखनाथ पहले गेट के बाद से होते हुए मधुर मिलन मैरेज हाल तक,नथमलपुर,0039,,103000,110000,99500,,
sadar1,Sadar-1,96,24,गोरखनाथ पहले गेट के बाद से होते हुए मधुर मिलन मैरेज हाल तक,पुराना गोरखपुर,0042,,103000,110000,99500,,
sadar1,Sadar-1,96,24,गोरखनाथ पहले गेट के बाद से होते हुए मधुर मिलन मैरेज हाल तक,लच्छीपुर (राजेन्द्रनगर प0),0018,,103000,110000,99500,,
sadar1,Sadar-1,96,24,गोरखनाथ पहले गेट के बाद से होते हुए मधुर मिलन मैरेज हाल तक,लच्छीपुर (राजेन्द्रनगर पूर्वी),0018,,103000,110000,99500,,
sadar1,Sadar-1,96,25,मधुर मिलन मैरेज हाल से होते हुए चन्द्रा पेट्रोल पम्प होते हुए बरगदवा चौराहा तक,बरगदवा,0015,,103000,110000,99500,,
sadar1,Sadar-1,96,25,मधुर मिलन मैरेज हाल से होते हुए चन्द्रा पेट्रोल पम्प होते हुए बरगदवा चौराहा तक,लच्छीपुर,0018,,103000,110000,99500,,
sadar1,Sadar-1,96,25,मधुर मिलन मैरेज हाल से होते हुए चन्द्रा पेट्रोल पम्प होते हुए बरगदवा चौराहा तक,विकास नगर,0149,,103000,110000,99500,,
sadar1,Sadar-1,97,26,बरगदवाँ चौराहा होते हुए मोहरीपुर पुल तक,जं0 बेनीमाधव नं0 1,0013,,95500,99500,89000,,
sadar1,Sadar-1,97,26,बरगदवाँ चौराहा होते हुए मोहरीपुर पुल तक,जं0 बेनीमाधव नं0 2,0014,,95500,99500,89000,,
sadar1,Sadar-1,97,26,बरगदवाँ चौराहा होते हुए मोहरीपुर पुल तक,बरगदवा,0015,,95500,99500,89000,,
sadar1,Sadar-1,97,26,बरगदवाँ चौराहा होते हुए मोहरीपुर पुल तक,विकास नगर,0149,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,उर्वरक नगर,0053,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,जं0 बेनीमाधव नं0 2,0014,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,जं0 नकहा नं0 2,0030,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,झुगिया,0002,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,फतेहपुर,0003,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,मानबेला,0005,,95500,99500,89000,,
sadar1,Sadar-1,97,27,बरगदवा चौराहा के बाद से फर्टिलाइजर होते हुए झुगिंया चौराहा मार्ग तक,विकास नगर,0149,,95500,99500,89000,,
sadar1,Sadar-1,97,28,खूनीपुर चौराहे के बाद से साहबगंज होते हुए राजघाट थाना मार्ग तक,इस्माईलपुर,0044,,95500,99500,89000,,
sadar1,Sadar-1,97,28,खूनीपुर चौराहे के बाद से साहबगंज होते हुए राजघाट थाना मार्ग तक,खूनीपुर,0043,,95500,99500,89000,,
sadar1,Sadar-1,97,28,खूनीपुर चौराहे के बाद से साहबगंज होते हुए राजघाट थाना मार्ग तक,रहमतनगर,0096,,95500,99500,89000,,
sadar1,Sadar-1,97,28,खूनीपुर चौराहे के बाद से साहबगंज होते हुए राजघाट थाना मार्ग तक,शेषपुर,0055,,95500,99500,89000,,
sadar1,Sadar-1,97,29,गीताप्रेस के बाद से लालडिग्गी चोराहा होते हुए मदरसा तक,खूनीपुर,0043,,103000,110000,99500,,
sadar1,Sadar-1,97,29,गीताप्रेस के बाद से लालडिग्गी चोराहा होते हुए मदरसा तक,बसन्तपुर खास,0095,,103000,110000,99500,,
sadar1,Sadar-1,97,29,गीताप्रेस के बाद से लालडिग्गी चोराहा होते हुए मदरसा तक,शेषपुर,0055,,103000,110000,99500,,
sadar1,Sadar-1,98,30,विजय चौराहा के बाद से खन्ना लाज होते हुए अलीनगर चौराहा तक,अलीनगर,0082,,103000,110000,99500,,
sadar1,Sadar-1,98,30,विजय चौराहा के बाद से खन्ना लाज होते हुए अलीनगर चौराहा तक,जटेपुर दक्षिणी,0054,,103000,110000,99500,,
sadar1,Sadar-1,98,31,लालडिग्गी के बाद से मिर्जापुर होते हुए घासीकटरा तक,खूनीपुर,0043,,103000,110000,99500,,
sadar1,Sadar-1,98,31,लालडिग्गी के बाद से मिर्जापुर होते हुए घासीकटरा तक,घासीकटरा,0046,,103000,110000,99500,,
sadar1,Sadar-1,98,31,लालडिग्गी के बाद से मिर्जापुर होते हुए घासीकटरा तक,बसन्तपुर,0095,,103000,110000,99500,,
sadar1,Sadar-1,98,31,लालडिग्गी के बाद से मिर्जापुर होते हुए घासीकटरा तक,भरपुरवा,0081,,103000,110000,99500,,
sadar1,Sadar-1,98,31,लालडिग्गी के बाद से मिर्जापुर होते हुए घासीकटरा तक,मिर्जापुर,0085,,103000,110000,99500,,
sadar1,Sadar-1,98,31,लालडिग्गी के बाद से मिर्जापुर होते हुए घासीकटरा तक,रहमतनगर,0096,,103000,110000,99500,,
sadar1,Sadar-1,98,32,घासीकटरा चौराहा के बाद से जाफरा बाजार रोड तक,इस्लामचक,0090,,103000,110000,99500,,
sadar1,Sadar-1,98,32,घासीकटरा चौराहा के बाद से जाफरा बाजार रोड तक,घासीकटरा,0046,,103000,110000,99500,,
sadar1,Sadar-1,98,32,घासीकटरा चौराहा के बाद से जाफरा बाजार रोड तक,जाफरा बाजार,0088,,103000,110000,99500,,
sadar1,Sadar-1,98,32,घासीकटरा चौराहा के बाद से जाफरा बाजार रोड तक,भरपुरवा,0081,,103000,110000,99500,,
sadar1,Sadar-1,98,32,घासीकटरा चौराहा के बाद से जाफरा बाजार रोड तक,बिन्द टोला,0072,,103000,110000,99500,,
sadar1,Sadar-1,98,33,घंटाघर के बाद से शेषपुर मार्ग तक,बसन्तपुर मुतनाजा,0056,,103000,110000,99500,,
sadar1,Sadar-1,98,33,घंटाघर के बाद से शेषपुर मार्ग तक,बसन्तपुर खास,0095,,103000,110000,99500,,
sadar1,Sadar-1,98,33,घंटाघर के बाद से शेषपुर मार्ग तक,शेषपुर,0055,,103000,110000,99500,,
