sro,kind,page,serial,vcode,name,columns,values,flag
basgaon,tree,167,6,,सान्नर आदि,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
basgaon,tree,167,7,,कोकाठ,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
basgaon,tree,167,8,,यूकेलिप्टस,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
basgaon,tree,167,9,,खैर,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
basgaon,tree,167,10,,अन्य फलदार बृक्ष,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
basgaon,tree,167,11,,इमली/ कटहल,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
basgaon,tree,167,12,,बांस,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,100|120|300,"cols 4-5 printed as ""120/- प्रतिनग"" and ""300/- प्रतिनग"" (per piece)"
khajni,tree,183,1,,साखू,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,4500|9000|20000,village_hi holds tree category
khajni,tree,183,2,,शीशम,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,4000|8000|18000,village_hi holds tree category
khajni,tree,183,3,,सागौन,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,4500|9000|25000,village_hi holds tree category
khajni,tree,183,4,,असना/तुन,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,5,,जामुन/आम/महुआ/बहेरा/विजयसाल,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,6,,सान्नर आदि,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,7,,कोकाठ,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,8,,यूकेलिप्टस,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,9,,खैर,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,10,,अन्य फलदार बृक्ष,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,11,,इमली/ कटहल,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,village_hi holds tree category
khajni,tree,183,12,,बांस,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के बृक्ष का न्यूनतम मूल्य प्रति बृक्ष|10 वर्ष से अधिकतम आयु के बृक्ष का न्यूनतम मूल्य प्रति वृक्ष,100|120/- प्रतिनग|300/- प्रतिनग,village_hi holds tree category; bamboo values per piece
campier,tree,63,1,,साखू,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,4500|9000|20000,
campier,tree,63,2,,शीशम,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,4000|8000|18000,col3 could be 15000 or 18000 (scan unclear)
campier,tree,63,3,,सागौन,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,4500|9000|25000,
campier,tree,63,4,,असना/तुन,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
campier,tree,63,5,,जामुन/आम/महुआ/बहेरा/विजयसाल,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
campier,tree,63,6,,खम्हेर आदि,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,name reading uncertain
campier,tree,63,7,,केकठ,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,name reading uncertain
campier,tree,63,8,,यूकेलिप्टस,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
campier,tree,63,9,,खैर,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
campier,tree,63,10,,अन्य फलदार वृक्ष,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
campier,tree,63,11,,इमली/कटहल,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,3500|7000|12000,
campier,tree,63,12,,बांस,1 वर्ष से अधिक तथा 5 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|5 वर्ष से अधिक तथा 10 वर्ष से कम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष|10 वर्ष से अधिकतम आयु के वृक्ष का न्यूनतम मूल्य प्रति वृक्ष,100|120|300,"printed 100/- , 120/- प्रति नग, 300/- प्रति नग (per piece)"
