sro,sro_name,effective_date,serial,village_hi,nh,district,link,abadi,roads,notes
malihabad,Malihabad,01-08-2025,163,मुडियारा,0,0,154,77,,
malihabad,Malihabad,01-08-2025,164,सिसवारा,0,0,82,42,गहदो मार्ग,
malihabad,Malihabad,01-08-2025,165,कमालुद्दीन नगर,0,0,49,27,,
malihabad,Malihabad,01-08-2025,166,बड़खोरवा,0,0,44,13,,
malihabad,Malihabad,01-08-2025,167,ससपन,0,0,165,230,,
malihabad,Malihabad,01-08-2025,168,गोपालपुर,0,0,50,15,,
malihabad,Malihabad,01-08-2025,169,ऑट गढ़ी सौरा,0,0,208,138,,
malihabad,Malihabad,01-08-2025,170,जौरिया,0,0,39,38,,
malihabad,Malihabad,01-08-2025,171,चैना,0,0,18,19,,
malihabad,Malihabad,01-08-2025,172,रुसेना,0,0,127,52,,
malihabad,Malihabad,01-08-2025,173,रहटा,91,0,0,16,गहदों से रहीमाबाद राजमार्ग,
malihabad,Malihabad,01-08-2025,174,उमरावल,0,0,61,133,,
malihabad,Malihabad,01-08-2025,175,खुशहालपुर,0,0,60,14,,
malihabad,Malihabad,01-08-2025,176,भतोईया,0,0,15,14,,
malihabad,Malihabad,01-08-2025,177,सुरगौला,0,0,23,15,,
malihabad,Malihabad,01-08-2025,178,मनकौटी,0,0,43,41,,
malihabad,Malihabad,01-08-2025,179,रघुरामपुर,0,0,20,0,,cell text (no numbers): गैर आबाद
malihabad,Malihabad,01-08-2025,180,रसूलाबाद,0,0,39,25,,
malihabad,Malihabad,01-08-2025,181,कुकरा,0,0,91,36,,
malihabad,Malihabad,01-08-2025,182,बरी जलालपुर,0,0,47,39,,
malihabad,Malihabad,01-08-2025,183,बड़ी गढ़ी,0,0,146,69,,
malihabad,Malihabad,01-08-2025,184,बख्त्यार नगर,0,0,151,122,,
malihabad,Malihabad,01-08-2025,185,मण्डौली,0,0,42,29,,
malihabad,Malihabad,01-08-2025,186,हरिहरपुर,0,0,113,35,,
malihabad,Malihabad,01-08-2025,187,ईशापुर,0,0,113,59,,
malihabad,Malihabad,01-08-2025,188,सेंधरवा,0,0,142,63,,
sadar4,Sadar-4,01-08-2025,1,अजमतनगर,9,0,17,43,,
sadar4,Sadar-4,01-08-2025,2,अमेठिया सलेमपुर,100,52,122,114,,
sadar4,Sadar-4,01-08-2025,3,कठिंगरा,30,0,38,127,,
sadar4,Sadar-4,01-08-2025,4,करझन,0,0,30,14,,
sadar4,Sadar-4,01-08-2025,5,करिमाबाद,89,0,98,93,,
sadar4,Sadar-4,01-08-2025,6,काकोरी,62,0,398,285,,
sadar4,Sadar-4,01-08-2025,7,कुशमौरा हुलवापुर,49,0,383,72,,
sadar4,Sadar-4,01-08-2025,8,कुसुमी,0,0,73,45,,
sadar4,Sadar-4,01-08-2025,9,कोल्हुवा गाढा,0,0,0,109,,remark: ग्राम नगर निगम सीमा के अन्तर्गत शहरीकरण हो चुका है।
sadar4,Sadar-4,01-08-2025,10,खानपुर मऊ,0,0,52,24,,
sadar4,Sadar-4,01-08-2025,11,गाजीपुर बलराम,0,0,0,207,,remark: ग्राम का पूर्व में शहरीकरण हो चुका है। ग्राम नगर निगम के अन्तर्गत है।
sadar4,Sadar-4,01-08-2025,12,गोशालालपुर,0,0,86,51,,
sadar4,Sadar-4,01-08-2025,13,गोहरामऊ,0,0,56,25,,
sadar4,Sadar-4,01-08-2025,14,गौरभीठ,0,0,0,403,,remark: ग्राम नगर निगम सीमा के अन्तर्गत शहरीकरण हो चुका है।
sadar4,Sadar-4,01-08-2025,15,ग्वालपुर,0,16,48,37,,
sadar4,Sadar-4,01-08-2025,16,चकदादनपुर,0,0,26,36,,
sadar4,Sadar-4,01-08-2025,17,चकपरेवा,0,0,6,15,,remark: ग्राम में चकबन्दी नही हुई है।
sadar4,Sadar-4,01-08-2025,18,टेडवा,41,0,40,27,,
sadar4,Sadar-4,01-08-2025,19,दरियापुर,0,0,0,0,,remark: सम्पूर्ण ग्राम में शहरीकरण हो चुका है।
sadar4,Sadar-4,01-08-2025,20,दशहरी,0,0,53,91,,
sadar4,Sadar-4,01-08-2025,21,दसदोई,0,0,31,24,,
sadar4,Sadar-4,01-08-2025,22,दाऊदनगर,0,7,212,191,,
sadar4,Sadar-4,01-08-2025,23,दुर्गागंज,0,0,0,0,,remark: ग्राम काकोरी का मजरा है।
sadar4,Sadar-4,01-08-2025,24,नरौना,0,0,89,409,,
sadar4,Sadar-4,01-08-2025,25,नौबरता खुर्द,0,0,0,168,,remark: ग्राम का पूर्व में शहरीकरण हो चुका है। ग्राम नगर निगम के अन्तर्गत है।
sadar4,Sadar-4,01-08-2025,26,पलिया,0,0,58,26,,
sadar4,Sadar-4,01-08-2025,27,पहिया आजमपुर,14,0,129,35,,
sadar4,Sadar-4,01-08-2025,28,पीरनगर,0,0,27,0,,"remark: महोदय, ग्राम एल0डी0ए0 द्वारा अधिग्रहीत है। पूर्ण में शहरीकरण हो चुका है।"
sadar4,Sadar-4,01-08-2025,29,फैजुल्लागंज,0,0,33,400,,remark: ग्राम फैजुल्लागंज नगर सीमा के अन्तर्गत तथा पूर्ण आबादी विकसित है।
sadar4,Sadar-4,01-08-2025,30,बडा गांव,43,17,325,168,,
sadar4,Sadar-4,01-08-2025,31,बरावन कलां,9,0,0,1669,,remark: ग्राम नगर निगम में है। पूर्ण रूप में शहरीकरण हो चुका है।
sadar4,Sadar-4,01-08-2025,32,बरावन खुर्द,0,0,0,535,,remark: लखनऊ विकास प्राधिकरण के द्वारा अधिग्रहीत किया गया।
sadar4,Sadar-4,01-08-2025,33,बरीकलां,0,0,0,458,,remark: लखनऊ विकास प्राधिकरण के द्वारा अधिग्रहीत किया गया।
sadar4,Sadar-4,01-08-2025,34,बसरैला,0,0,47,33,,
sadar4,Sadar-4,01-08-2025,35,बिगहू,0,0,22,12,,
sadar4,Sadar-4,01-08-2025,36,बेढौना,24,0,23,12,,
sadar4,Sadar-4,01-08-2025,37,भटऊ जमालपुर,0,0,219,86,,
sadar4,Sadar-4,01-08-2025,38,भलिया,24,0,92,69,,
sadar4,Sadar-4,01-08-2025,39,महतवां,0,0,28,28,,
sadar4,Sadar-4,01-08-2025,40,महमूदपुर,17,0,0,6,,
sadar4,Sadar-4,01-08-2025,41,मुजफ्फरनगर,0,0,49,18,,
sadar4,Sadar-4,01-08-2025,42,मुबारकपुर,0,0,66,16,,remark: ग्राम में चकबन्दी नही हुई है।
sadar4,Sadar-4,01-08-2025,43,मुहीउद्दीनपुर,22,0,15,28,,
sadar4,Sadar-4,01-08-2025,44,रहीमनगर डुडौली,0,0,0,320,,remark: ग्राम नगर निगम सीमा के अन्तर्गत शहरीकरण हो चुका है।
sadar4,Sadar-4,01-08-2025,45,रायपुर (काकोरी),0,0,42,16,,
sadar4,Sadar-4,01-08-2025,46,लोहरामऊ,0,0,0,250,,remark: ग्राम नगर निगम सीमा के अन्तर्गत शहरीकरण हो चुका है।
sadar4,Sadar-4,01-08-2025,47,बहरू,29,0,255,71,,
sadar4,Sadar-4,01-08-2025,48,शाहपुर,0,0,161,29,,
sadar4,Sadar-4,01-08-2025,49,शेरपुरमऊ,0,0,14,36,,
sadar4,Sadar-4,01-08-2025,50,सराय मुहिब,0,0,0,0,,
sadar4,Sadar-4,01-08-2025,51,सलेमपुर पतौरा,0,0,116,460,,
sadar4,Sadar-4,01-08-2025,52,सूदी,0,0,20,6,,
sadar4,Sadar-4,01-08-2025,53,सैदपुर महेरी,31,0,82,17,,
sadar4,Sadar-4,01-08-2025,54,सैफलपुर,0,0,51,13,,
sadar4,Sadar-4,01-08-2025,55,चिलौली,0,0,29,10,,
sadar4,Sadar-4,01-08-2025,56,जलियामऊ,29,0,40,52,,
sadar4,Sadar-4,01-08-2025,57,टाउन एरिया काकोरी,0,0,0,0,,remark: ग्राम काकोरी का मजरा है।
sadar4,Sadar-4,01-08-2025,58,सेमरागौढी,6,0,31,284,,
