sro,page_p2,page_p4,serial,vcode,village_hi,pargana_hi,category,nonagri_lt9m,nonagri_9to12m,nonagri_12to18m,nonagri_ge18m,covered_ordinary,covered_premium,shop,office,godown,agri_nh,agri_state_district,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
sadar2,60,146,140,0225,बाल्मीकीनगर,ward 026 निशातगंज,नगरीय क्षेत्र,10000,11000,11500,12500,30000,32500,38500,36000,32000,,,,,,,
sadar2,60,146,141,0271,बालू अडडा,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,59500,47500,36000,,,,,,,
sadar2,61,146,142,0299,बाला कदर रोड,ward 031 जगदीश चन्द्र बोस मार्ग,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,61500,49500,39500,,,,,,,
sadar2,61,146,143,0343,बादशाह नगर,ward 035 काल्विन कालेज,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,55000,44000,38500,,,,,,,
sadar2,61,146,144,0224,बादशाहनगर रेलवे कालोनी,ward 026 निशातगंज,नगरीय क्षेत्र,10000,11000,11500,12500,30000,32500,38500,36000,32000,,,,,,,
sadar2,61,147,145,0380,बाइसी की मस्जिद,ward 039 नजरबाग,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,53000,44000,38500,,,,,,,
sadar2,61,147,146,0283,बाजार झाऊ लाल,ward 030 रानी लक्ष्मी बाई,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,61500,49500,39500,,,,,,,
sadar2,61,147,147,0221,बाबा का पुरवा,ward 026 निशातगंज,नगरीय क्षेत्र,10000,16500,17500,19000,30000,32500,48000,38500,33000,,,,,,,
sadar2,61,147,148,0406,बाँस मण्डी,ward 043 गणेशगंज,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,70500,55000,44000,,,,,,,
sadar2,62,147,149,0386,बाग मुन्नू,ward 040 शिवाजी मार्ग,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,41500,36000,32000,,,,,,,
sadar2,62,148,150,0319,बाल्मिकी मार्ग,ward 033 हजरतगंज,नगरीय क्षेत्र,42000,45500,47500,52000,30000,32500,77000,61500,47000,,,,,,,
sadar2,62,148,151,1113,बीघापुर,ward 111 लखनऊ,ग्रामीण,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,77,,84,61,
sadar2,62,148,152,0261,बटलर पैलेस कालोनी,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,61500,49500,39500,,,,,,,
sadar2,62,148,153,0272,बटलरगंज,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,59500,47500,36000,,,,,,,
sadar2,62,148,154,0248,भरवारा,ward 028 चिनहट,नगरीय क्षेत्र,8500,9500,10500,11500,30000,32500,38500,36000,32000,,400,356,,400,285,
sadar2,62,,155,1082,भरवारा,ward 111 लखनऊ,नगरीय क्षेत्र,8500,,,,30000,32500,,,,,,,,,,no प्रारूप-4 row printed for this V-code (checked scan); only <9 m and covered rates available
sadar2,62,149,156,0326,भेडी वाली कोठी,ward 033 हजरतगंज,नगरीय क्षेत्र,25000,27500,28500,31000,30000,32500,61500,49500,39500,,,,,,,
sadar2,63,149,157,1059,भैसौरा,ward 111 लखनऊ,नगरीय क्षेत्र,5000,5500,6000,6500,25000,27500,30500,26000,25000,,177,158,,177,127,
sadar2,63,149,158,0226,भीखमपुरवा,ward 026 निशातगंज,नगरीय क्षेत्र,10000,11000,11500,12500,30000,32500,41500,38500,36000,,,,,,,
sadar2,63,149,159,0320,मकबरा अहमद अली शाह,ward 033 हजरतगंज,नगरीय क्षेत्र,42000,45500,47000,52000,30000,32500,67000,51500,41500,,,,,,,
sadar2,63,149,160,1073,मल्हापुर,ward 111 लखनऊ,ग्रामीण,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,77,,84,61,
sadar2,63,150,161,1087,मलेसेमऊ,ward 111 लखनऊ,नगरीय क्षेत्र,10000,11000,11500,12000,25000,27500,35000,30500,28000,,221,198,,221,158,
sadar2,63,150,162,1102,महिपतमऊ,ward 111 लखनऊ,नगरीय क्षेत्र,7700,8000,8800,9700,24000,26500,35000,30500,28000,,221,198,,221,158,
sadar2,63,150,163,0262,मदन मोहन मालवीय मार्ग,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,70500,55000,44000,,,,,,,
sadar2,63,150,164,0321,महात्मा गाँधी मार्ग,ward 033 हजरतगंज,नगरीय क्षेत्र,50000,54500,57000,63000,30000,32500,87000,69500,55000,,,,,,,
sadar2,64,150,165,1089,मुतक्कीपुर,ward 111 लखनऊ,नगरीय क्षेत्र,8500,9400,10500,11500,25000,27500,35000,30500,28500,,221,198,,221,158,
sadar2,64,151,166,1130,मुतक्कीपुर (एल्डिको सिटी/टाउनी),ward 111 लखनऊ,नगरीय क्षेत्र,10000,11000,11500,12500,25000,27500,41500,36000,32000,,,,,,,p4: name cut off in print
sadar2,64,151,167,1112,मेहौरा,ward 111 लखनऊ,अर्द्धनगरीय,2500,2800,3100,3500,22000,24000,23000,22000,20500,,88,80,,88,63,
sadar2,64,151,168,0418,मेट्रो सिटी,ward 042 पेपर मिल,नगरीय क्षेत्र,27000,29000,30000,33000,30000,32500,77000,61500,47500,,,,,,,
sadar2,64,151,169,0358,मारवाडी गली,ward 036 अमीनाबाद,नगरीय क्षेत्र,16500,18000,18500,20000,30000,32500,61500,49500,39500,,,,,,,
sadar2,64,151,170,0384,माडल हाउस,ward 040 शिवाजी मार्ग,नगरीय क्षेत्र,22000,23500,24500,27000,30000,32500,61500,49500,39500,,,,,,,
sadar2,64,152,171,1091,मखदूमपुर,ward 111 लखनऊ,नगरीय क्षेत्र,8000,8000,8800,9700,24000,26500,35000,30500,28500,,221,198,,221,158,
sadar2,64,152,172,1055,माधवपुर,ward 111 लखनऊ,नगरीय क्षेत्र,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,77,,84,61,category printed नगरीय क्षेत्र though P1 lists माधवपुर under ग्रामीण; rates match rural pattern
sadar2,65,152,173,1121,मनभौना,ward 111 लखनऊ,ग्रामीण,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,77,,84,61,
sadar2,65,152,174,0233,मोहम्मद नगर,ward 027 राजीव गांधी,नगरीय क्षेत्र,8200,9300,9300,10000,30000,32500,35000,33000,30500,,,,,,,
sadar2,65,152,175,1054,मौरा,ward 111 लखनऊ,नगरीय क्षेत्र,6500,7000,7500,8300,25000,27500,23100,22000,20500,,110,98,,110,80,p4: shop 23100 (peers 23000) clearly printed
sadar2,65,153,176,0422,मारूतिपुरम,ward 038 गोमतीनगर,नगरीय क्षेत्र,21000,24000,25000,27500,30000,32500,70500,55000,44000,,,,,,,
sadar2,65,153,177,0334,मिर्जा पुरवा,ward 034 रामतीर्थ नरही,नगरीय क्षेत्र,15000,16500,17000,18500,30000,32500,48500,38500,33000,,,,,,,
sadar2,65,153,178,0284,मिश्रबन्धु रोड,ward 030 रानी लक्ष्मी बाई,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,61500,49500,39500,,,,,,,
sadar2,65,153,179,0335,मीराबाई मार्ग,ward 034 रामतीर्थ नरही,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,77000,61500,47500,,,,,,,
sadar2,65,153,180,0367,योगेन्द्र पाठक रोड,ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,61500,49500,39500,,,,,,,
sadar2,66,154,181,0368,यदुनाथ सन्याल रोड,ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,77000,61500,47500,,,,,,,
sadar2,66,154,182,0301,रकाबगंज जदीद,ward 031 जगदीश चन्द्र बोस मार्ग,नगरीय क्षेत्र,15000,16500,17000,18500,30000,32500,61500,49500,39500,,,,,,,
sadar2,66,154,183,0389,रानीगंज,ward 041 बशीरतगंज,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,53000,41500,33000,,,,,,,
sadar2,66,154,184,0285,रानीलक्ष्मीबाई मार्ग,ward 030 रानी लक्ष्मी बाई,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,77000,61500,47500,,,,,,,
sadar2,66,154,185,0266,राणा प्रताप मार्ग,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,33000,36000,38000,41500,30000,32500,70500,55000,44000,,,,,,,
sadar2,66,155,186,0286,राजानवाब अली रोड,ward 030 रानी लक्ष्मी बाई,नगरीय क्षेत्र,23500,25000,26500,28000,30000,32500,59500,47000,36000,,,,,,,
sadar2,66,155,187,0322,राजा टोडरमल,ward 033 हजरतगंज,नगरीय क्षेत्र,33000,36000,38000,41000,30000,32500,61500,49500,39500,,,,,,,
sadar2,67,155,188,0340,रायबिहारी लाल,ward 035 काल्विन कालेज,नगरीय क्षेत्र,25000,27500,28000,31000,30000,32500,48500,44000,38500,,,,,,,
sadar2,67,155,189,1078,रायपुर,ward 111 लखनऊ,नगरीय क्षेत्र,8500,9400,10500,9500,25000,27500,35000,30000,28500,,221,198,,221,158,p4: >18m lower than 12-18m and office 30000 (peers 30500) but clearly printed
sadar2,67,155,190,0337,रामतीर्थ मार्ग,ward 034 रामतीर्थ नरही,नगरीय क्षेत्र,30000,33000,34000,37500,30000,32500,87000,69000,55000,,,,,,,
sadar2,67,156,191,0265,राममोहन राय मार्ग,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,61000,49500,39500,,,,,,,
sadar2,67,156,192,0332,राम तीर्थ मार्ग नरही,ward 034 रामतीर्थ नरही,नगरीय क्षेत्र,30000,33000,34000,37500,30000,32500,77000,61500,47500,,,,,,,
sadar2,67,156,193,0374,रवीन्द्रपल्ली,ward 038 गोमतीनगर,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,53000,44000,38500,,,,,,,
sadar2,67,156,194,1105,रनियामऊ,ward 111 लखनऊ,ग्रामीण,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,78,,84,61,p4: link-road agri 78 (peers 77) clearly printed
sadar2,67,156,195,0264,रमौयाजी पुरम,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,23500,25000,26000,28500,30000,32500,59500,47500,36000,,,,,,,
sadar2,68,157,196,0364,रिसालदार पार्क,ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,38500,35000,33000,,,,,,,
sadar2,68,157,197,0234,रिसहा,ward 027 राजीव गांधी,नगरीय क्षेत्र,8500,9000,9500,11000,30000,32500,34000,32000,29500,,,,,,,
sadar2,68,157,198,0375,लक्ष्मणपुरी,ward 038 गोमतीनगर,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,53000,44000,38500,,,,,,,
sadar2,68,157,199,0324,लाप्लास रोड (लाप्लास),ward 033 हजरतगंज,नगरीय क्षेत्र,33000,36000,38000,41500,30000,32500,61500,49500,39500,,,,,,,
sadar2,68,157,200,0323,लारेन्स टेरेस,ward 033 हजरतगंज,नगरीय क्षेत्र,33000,36000,38000,41500,30000,32500,61500,49500,39500,,,,,,,
sadar2,68,158,201,0331,लालबाग,ward 033 हजरतगंज,नगरीय क्षेत्र,33000,36000,38000,41500,30000,32500,85000,65000,53000,,,,,,,
sadar2,68,158,202,1061,लालनगर,ward 111 लखनऊ,नगरीय क्षेत्र,4000,4000,4400,4600,24000,26500,23000,22000,20500,,110,98,,110,80,
sadar2,68,158,203,0269,लाजपत राय मार्ग (जॉपलिंग रोड),ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,61500,49500,39500,,,,,,,p4: name cut off in print
sadar2,69,158,204,1109,लोनापुर,ward 111 लखनऊ,नगरीय क्षेत्र,5000,5400,5700,6000,25000,27500,30500,26000,25000,,177,158,,177,127,
sadar2,69,158,205,0268,लोकमान्य तिलक मार्ग,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,59500,47500,36000,,,,,,,
sadar2,69,159,206,1063,लौलाई,ward 111 लखनऊ,नगरीय क्षेत्र,6000,6800,7500,8300,25000,27500,23000,22000,20500,,110,98,,110,80,
sadar2,69,159,207,1205,लौलाई (माधवपुरम/माधवग्रीन्स योजना),ward 111 लखनऊ,नगरीय क्षेत्र,9000,10000,11000,12000,25000,27500,23000,22000,20500,,,,,,,duplicate serial 207 printed; p4: name cut off in print
sadar2,69,159,207,0260,वजीर हसन रोड,ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,70500,55000,44000,,,,,,,duplicate serial 207 printed
sadar2,69,159,208,0270,वे लेन(वे रोड ),ward 029 राजा राम मोहन राय,नगरीय क्षेत्र,25000,27500,28000,31500,30000,32500,59500,47500,36000,,,,,,,
sadar2,69,159,209,0316,वेनी प्रसाद हलवासिया रोड,ward 033 हजरतगंज,नगरीय क्षेत्र,42000,45500,47500,52000,30000,32500,70500,55000,44000,,,,,,,
sadar2,69,160,210,0255,वास्तु खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,70,160,211,0344,वीरबल साहनी मार्ग,ward 035 काल्विन कालेज,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,49500,44000,38500,,,,,,,
sadar2,70,160,212,0345,वाल्दा रोड कालोनी,ward 035 काल्विन कालेज,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,49500,44000,38500,,,,,,,
sadar2,70,160,213,0314,वैभव इन्क्लेव,ward 032 रफी अहमद किदवई नगर (एल0डी0ए0 योजना),नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,70,160,214,0310,विकास खण्ड,ward 032 रफी अहमद किदवई नगर (एल0डी0ए0 योजना),नगरीय क्षेत्र,37000,40000,41500,46000,31500,34000,77000,61500,47500,,,,,,,
sadar2,71,161,215,0414,विकल्प खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,71,161,216,0239,विनीत खण्ड,ward 027 राजीव गांधी,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,71,161,217,0238,विनय खण्ड,ward 027 राजीव गांधी,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,71,161,218,0254,विनम्र खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,71,161,219,0249,विक्रांत खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,71,162,220,0393,विष्णुपुरी,ward 041 बशीरतगंज,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,53000,44000,38500,,,,,,,
sadar2,71,162,221,0377,विश्वास खण्ड,ward 038 गोमतीनगर,नगरीय क्षेत्र,37000,40000,41500,46000,31500,34000,79500,64000,50500,,,,,,,
sadar2,71,162,222,0256,विभूति खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,44000,55000,60500,66000,31500,34000,104500,84500,66000,,,,,,,
sadar2,72,162,223,0252,विभव खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,72,162,224,0236,विवेक खण्ड,ward 027 राजीव गांधी,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,72,163,225,0413,विजयन्त खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,72,163,226,0247,विजयीपुर,ward 028 चिनहट,नगरीय क्षेत्र,11000,16500,17500,19000,30000,32500,48500,44000,38500,,,,,,,
sadar2,72,163,227,0401,विजय नगर,ward 043 गणेशगंज,नगरीय क्षेत्र,22000,23500,24500,27000,31500,34000,70500,55000,44000,,,,,,,
sadar2,72,163,228,0309,विजय खण्ड,ward 032 रफी अहमद किदवई नगर (एल0डी0ए0 योजना),नगरीय क्षेत्र,37000,40000,41500,46000,31500,34000,77000,61500,47500,,,,,,,p4: same name printed for 0309 and 0250
sadar2,73,163,229,0250,विजय खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,37000,40000,41500,46000,31500,34000,77000,61500,47500,,,,,,,p4: same name printed for 0309 and 0250
sadar2,73,164,230,0307,विपिन खण्ड,ward 032 रफी अहमद किदवई नगर (एल0डी0ए0 योजना),नगरीय क्षेत्र,37000,40000,41500,46000,31500,34000,77000,61500,47500,,,,,,,
sadar2,73,164,231,0308,विशाल खण्ड,ward 032 रफी अहमद किदवई नगर (एल0डी0ए0 योजना),नगरीय क्षेत्र,37000,40000,41500,46000,31500,34000,77000,61500,47500,,,,,,,
sadar2,73,164,232,0251,विशेष खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,74,164,233,0300,विशेश्वर नाथ रोड,ward 031 जगदीश चन्द्र बोस मार्ग,नगरीय क्षेत्र,20000,22000,22500,41500,30000,32500,70500,55000,44000,,,,,,,p4: >18m jump 41500 clearly printed
sadar2,74,164,234,0346,विशप राकी स्ट्रीट,ward 035 काल्विन कालेज,नगरीय क्षेत्र,25000,27500,28500,31000,30000,32500,48500,44000,38500,,,,,,,
sadar2,74,165,235,0339,विश्वविद्यालय रोड,ward 035 काल्विन कालेज,नगरीय क्षेत्र,25000,27500,28500,31000,30000,32500,48500,44000,38500,,,,,,,
sadar2,74,165,236,0240,विराट खण्ड,ward 027 राजीव गांधी,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,74,165,237,0253,विराज खण्ड,ward 028 चिनहट,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,74,165,238,0237,विराम खण्ड,ward 027 राजीव गांधी,नगरीय क्षेत्र,33000,36000,38000,41500,31500,34000,77000,61500,47500,,,,,,,
sadar2,75,165,239,0311,विपुल खण्ड,ward 032 रफी अहमद किदवई नगर (एल0डी0ए0 योजना),नगरीय क्षेत्र,43000,47500,48500,54000,31500,34000,87000,69500,55000,,,,,,,
sadar2,75,166,240,0366,शुतुर खाना,ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,61500,49500,39500,,,,,,,
sadar2,75,166,241,0372,शेखपुर कसौला,ward 038 गोमतीनगर,नगरीय क्षेत्र,22000,23500,24500,27000,30000,32500,70500,55000,44000,,,,,,,
sadar2,75,166,242,1141,शाहपुर (बी0बी0डी0 ग्रीन सिटी),ward 111 लखनऊ,नगरीय क्षेत्र,20000,22000,22500,24500,25000,27500,77000,61500,47000,,,,,,,
sadar2,75,166,243,1101,शाहपुर,ward 111 लखनऊ,नगरीय क्षेत्र,9000,10000,11000,12000,25000,27500,35000,30500,28500,,221,198,,221,158,
sadar2,75,166,244,0325,शाहनजफ रोड,ward 033 हजरतगंज,नगरीय क्षेत्र,42000,45500,47500,52000,30000,32500,87000,69500,55000,,,,,,,
sadar2,76,167,245,0407,शिवपुरी (नवीन स्क्वायर),ward 043 गणेशगंज,नगरीय क्षेत्र,15000,16500,17000,18500,30000,32500,53000,41500,33000,,,,,,,
sadar2,76,167,246,0383,शिवाजी मार्ग (उत्तरी),ward 040 शिवाजी मार्ग,नगरीय क्षेत्र,60000,66000,70000,79000,30000,32500,141000,112500,87000,,,,,,,
sadar2,76,167,247,0369,शिवाजी मार्ग(दाक्षिण),ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,60000,66000,70000,79000,30000,32500,141000,112500,87000,,,,,,,
sadar2,76,167,248,0327,शिवनगर,ward 033 हजरतगंज,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,61500,49500,39500,,,,,,,
sadar2,76,167,249,0420,स्पोर्ट अथारिटी,ward 027 राजीव गांधी,नगरीय क्षेत्र,33000,36000,38000,41500,30000,32500,77000,61500,47000,,,,,,,
sadar2,76,168,250,1104,सरसंडा,ward 111 लखनऊ,ग्रामीण,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,77,,84,61,
sadar2,76,168,251,1079,सराय प्रेमराज,ward 111 लखनऊ,नगरीय क्षेत्र,6500,7000,7500,8300,24000,26500,30500,26000,25000,,177,158,,177,127,
sadar2,76,168,252,0390,सरायँ दुर्विजयगंज,ward 041 बशीरतगंज,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,53000,41500,33000,,,,,,,
sadar2,77,168,253,1123,सरायशेख (बी0बी0डी0 ग्रीन सिटी),ward 111 लखनऊ,नगरीय क्षेत्र,20000,20500,22500,23000,25000,27500,77000,61500,47000,,,,,,,duplicate serial 253 printed; p4: name cut off in print
sadar2,77,168,253,1076,सराँय शेख,ward 111 लखनऊ,नगरीय क्षेत्र,5000,5500,6000,6600,25000,27500,30500,26500,25000,,177,158,,177,127,duplicate serial 253 printed
sadar2,77,169,254,0371,सफदरबाग,ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,49500,44000,38500,,,,,,,
sadar2,77,169,255,0425,सचिवालय कालोनी,ward 026 निशातगंज,नगरीय क्षेत्र,10000,11000,11500,12500,30000,32500,34000,33000,30500,,,,,,,
sadar2,77,169,256,0370,सुन्दर बाग,ward 037 यादुनाथ सन्याल रोड,नगरीय क्षेत्र,16500,18000,18500,20500,30000,32500,49500,44000,38500,,,,,,,
sadar2,77,169,257,0395,सुभाष मार्ग,ward 041 बशीरतगंज,नगरीय क्षेत्र,25000,27500,28500,31000,30000,32500,79000,64000,50500,,,,,,,
sadar2,77,169,258,1133,सेमरा (बी0बी0डी0 ग्रीन सिटी),ward 111 लखनऊ,नगरीय क्षेत्र,20000,20500,22500,23000,25000,27500,77000,61500,47500,,,,,,,
sadar2,77,170,259,1095,सेमरा,ward 111 लखनऊ,नगरीय क्षेत्र,9000,10000,11000,12000,25000,27500,35000,30500,28000,,221,198,,221,158,
sadar2,78,170,260,0336,सेठ रामजस रोड,ward 034 रामतीर्थ नरही,नगरीय क्षेत्र,25000,27500,28500,31500,30000,32500,70000,55000,44000,,,,,,,duplicate serial 260 printed; p4: shop 70000 (peers 70500) clearly printed
sadar2,78,170,260,1051,सैथा,ward 111 लखनऊ,नगरीय क्षेत्र,4000,4500,5000,5500,25000,27500,23000,22000,20500,,110,98,,110,80,duplicate serial 260 printed
sadar2,78,170,261,0373,संजय गाँधीपुरम,ward 038 गोमतीनगर,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,53000,44000,38500,,,,,,,
sadar2,78,170,262,1111,सिरगामऊ,ward 111 लखनऊ,ग्रामीण,2500,2800,3100,3500,22000,24000,23000,22000,20500,,84,77,,84,61,
sadar2,78,171,263,1094,सिकरौरी,ward 111 लखनऊ,नगरीय क्षेत्र,7700,8000,8800,9500,24000,26500,35000,30500,28500,,221,198,,221,158,
sadar2,78,171,264,1068,सिकन्दरपुर खुर्द,ward 111 लखनऊ,अर्द्धनगरीय,6500,7200,8000,8800,25000,27500,23000,22000,20500,,110,98,,110,80,
sadar2,78,171,265,0417,हाता लक्ष्मणदास,ward 040 शिवाजी मार्ग,नगरीय क्षेत्र,20000,22000,22500,24500,30000,32500,61500,49500,39500,,,,,,,duplicate serial 265 printed
sadar2,78,171,265,0405,हाता मातादीन,ward 043 गणेशगंज,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,41500,38500,36000,,,,,,,duplicate serial 265 printed
sadar2,79,171,266,0288,हास्पिटल रोड,ward 030 रानी लक्ष्मी बाई,नगरीय क्षेत्र,15000,16500,17000,18500,30000,32500,59500,47500,36000,,,,,,,
sadar2,79,172,267,1110,हासेमऊ,ward 111 लखनऊ,नगरीय क्षेत्र,5000,5500,5700,6000,25000,27500,30500,26500,25000,,177,158,,177,127,
sadar2,79,172,268,0328,हजरतगंज बाजार,ward 033 हजरतगंज,नगरीय क्षेत्र,50000,54500,57000,63000,30000,32500,104500,85000,66000,,,,,,,
sadar2,79,172,269,0329,हलवासिया रोड,ward 033 हजरतगंज,नगरीय क्षेत्र,50000,54500,57000,62000,25000,27500,87000,69500,55000,,,,,,,covered 25000/27500 lower than other ward 033 rows but clearly printed
sadar2,79,172,270,0394,हरीनगर दुगावां,ward 041 बशीरतगंज,नगरीय क्षेत्र,13000,14000,15000,17000,30000,32500,41500,36000,33000,,,,,,,
sadar2,79,172,271,0235,हसौडिया,ward 027 राजीव गांधी,नगरीय क्षेत्र,11000,12000,12500,14000,30000,32500,41500,36000,33000,,,,,,,
sadar2,79,173,272,0359,श्रीराम रोड,ward 036 अमीनाबाद,नगरीय क्षेत्र,33000,36000,38000,41500,30000,32500,87000,69500,55000,,,,,,,
