sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
bikapur,53,205,1205,बलरामपुर,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,53,206,1206,बछरामपुर,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,53,207,1207,बबुरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,53,208,1208,बबुरिहाकौंधा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,53,209,1209,बड़नपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,53,210,1210,बड़गोड़ा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,53,211,1211,बछौलीमु0ढ़ेमा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,212,1212,वहीउद्दीनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,213,1213,बारा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,214,1214,बालापुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,215,1215,बाहरपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,216,1216,बासूपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,217,1217,बासुदेवपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,218,1218,बिलारीमाफी,,अर्द्धनगरीय,12000,21000,28000,65000,60000,55000,160,115,100,90,120,60,
bikapur,54,219,1219,विश्नोहरपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,220,1220,विजयनपुरसजहरा,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,54,221,1221,बीकापुर,,अर्द्धनगरीय,12000,21000,28000,65000,60000,55000,160,115,100,90,120,60,
bikapur,54,222,1222,बीबीपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,223,1223,बेला,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,54,224,1224,बेलाचकसीराम,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,225,1225,बेनीगद्दोपुर,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,54,226,1226,बेलगरा,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,54,227,1227,बेदापुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,228,1228,बेनीपुर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,54,229,1229,बैसूपाली,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,230,1230,बैदौली,,ग्रामीण(वि0),6500,9000,10500,45000,40000,35000,138,100,85,68,90,45,
bikapur,54,231,1231,बैंतीकला,,ग्रामीण(वि0),8000,10000,12000,45000,40000,35000,138,100,85,68,90,45,ge18m 12000 where other rows of this tier show 13000; scan clearly shows 12000
bikapur,54,232,1232,बोदहरी,,ग्रामीण(वि0),6500,9000,10500,45000,40000,35000,138,100,85,68,90,45,
bikapur,54,233,1233,भदारखुर्दबुजुर्ग,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,54,234,1234,भगवानपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,235,1235,भदेसर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,236,1236,भवनाथपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,237,1237,भरहूखाता,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,55,238,1238,भावापुर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,55,239,1239,भिटौरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,village name identical to V-code 1240 in this table; verify
bikapur,55,240,1240,भिटौरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,village name identical to V-code 1239 in this table; verify
bikapur,55,241,1241,भीखीपुरझलिहा,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,55,242,1242,भीखीसराय,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,243,1243,भुलईपुरनिधियावां,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,55,244,1244,भैसौली,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,245,1245,भैरवपुरटिकरा,,ग्रामीण(वि0),6500,9000,10500,45000,40000,35000,138,100,85,68,90,45,
bikapur,55,246,1246,भोपाडुहिया,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,55,247,1247,मऊ,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,248,1248,मटौना,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,249,1249,मनऊपुर,,ग्रामीण(वि0),6500,9000,10500,45000,40000,35000,138,100,85,68,90,45,
bikapur,55,250,1250,मलावन,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,55,251,1251,महादेवा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,252,1252,महोलिया,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,253,1253,महावॉ,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,254,1254,मलेथूकनक,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,55,255,1255,मजरूद्दीनपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,55,256,1256,मदसूदनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,55,257,1257,महरईमोहम्मदपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,258,1258,मरूईसहायसिंह,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,259,1259,मलिकपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,260,1260,माझासोनौरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,261,1261,मानापुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,262,1262,माहनमऊ,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,56,263,1263,मिझौलीकिसुनदासपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,264,1264,मीतनपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,56,265,1265,मुगीसपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,56,266,1266,मुकीमपुरउर्फपहाड़पुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,56,267,1267,मुमारिजनगर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,56,268,1268,मैहरकबीरपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,269,1269,मोहीउद्दीनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,270,1270,मोहम्मदपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,271,1271,मौरावां,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,272,1272,मंगारी,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,56,273,1273,यादवपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,274,1274,रसवादा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,275,1275,रण्डौलीपालीपश्चिम,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,276,1276,रतनपुरतेन्दुआ,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,277,1277,रजौरा,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,278,1278,रजौरामु0टिकरी,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,56,279,1279,रसूलपुरमीरा,,अर्द्धनगरीय,11000,18000,20000,50000,46000,43000,150,110,90,75,100,50,
bikapur,56,280,1280,रसूलपुरआ0सुल्तानपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,281,1281,रमईपुर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,57,282,1282,रखौना,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,57,283,1283,रहेठ,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,57,284,1284,रसुलहा,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,57,285,1285,रमवाकला,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,57,286,1286,रामनगर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,57,287,1287,रामदासपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,288,1288,राजेपुरचकिया,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,289,1289,रामदासपुरमझौली,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,57,290,1290,रामपुरभगन,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,57,291,1291,रामपुरपरेई,,अर्द्धनगरीय,12000,21000,26000,65000,60000,55000,150,110,90,75,100,50,ge18m 26000 and agri 150/110/90/75/100/50 differ from other ₹12000-tier अर्द्धनगरीय rows (28000; 160/115/100/90/120/60); scan clearly shows these values
bikapur,57,292,1292,रामपुरप्रताप,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,293,1293,रामपुरअहिरौली,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,57,294,1294,रूरूखास,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,121,95,75,65,80,40,agri_nh 121 where same-tier rows show 110; scan clearly shows 121 (possible source typo)
bikapur,57,295,1295,रूसियामाफी,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,296,1296,रूपीपुरबझना,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,297,1297,रूरूपट्टीविशेषर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,57,298,1298,रेवरी,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,299,1299,रौहारी,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,57,300,1300,लक्ष्मनपुरग्रण्ट,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,301,1301,लुत्फाबादबछौली,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,57,302,1302,समदा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,57,303,1303,सहसीपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,304,1304,सरायसागर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,305,1305,सरायगौतम,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,306,1306,सरायमनोधर,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,58,307,1307,सरसवां,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,308,1308,सतना,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,58,309,1309,सहावॉ,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,58,310,1310,सरेसर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,311,1311,सहजपुर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,58,312,1312,सरवनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,313,1313,सरायसूरा,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,314,1314,सरायखरगी,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,58,315,1315,सरायशेखमहमूद,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,58,316,1316,सरायभनौली,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,58,317,1317,सरायरघुनाथ,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,318,1318,सागरपुर,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,58,319,1319,साल्हीपुर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,58,320,1320,सिरसा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,321,1321,सिहोरिया,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,58,322,1322,सींका,,अर्द्धनगरीय,11000,18000,20000,50000,46000,43000,150,110,90,75,100,50,
bikapur,58,323,1323,सीहीपुर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,58,324,1324,सुखनावां,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,325,1325,सूल्हेपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,58,326,1326,सेमरा,,अर्द्धनगरीय,11000,18000,20000,50000,46000,43000,150,110,90,75,100,50,
bikapur,59,327,1327,सेमरीबल्लीपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,328,1328,सैनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,329,1329,सोहवलसलोनी,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,59,330,1330,सोनवरसामाफी,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,331,1331,सोनवरसामुसलमीन,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,59,332,1332,सोनखरी,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,59,333,1333,सोनौरागाऊपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,334,1334,संवरधीर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,335,1335,शहाबुद्दीनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,336,1336,शफीपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,337,1337,शाहापारा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,338,1338,शिवतर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,59,339,1339,शिवरामपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,340,1340,शेरपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,341,1341,शेरपुरपारा,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,59,342,1342,शंकरपुर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,59,343,1343,हथिगो,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,59,344,1344,हल्लेद्वारिकापुर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,59,345,1345,हरिबंशपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,346,1346,हरिहरपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,347,1347,हरिनाथपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,348,1348,हरिदासपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,59,349,1349,हुसेनपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,60,350,1350,हैदरगंज,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,60,351,1351,हृदयीपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
