sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
bikapur,46,50,1050,केसरूआबुजुर्ग,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,51,1051,कोदैला,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,47,52,1052,कोंछा,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,47,53,1053,कोड़रामुसलमीन,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,54,1054,कोड़राब्रम्हनान,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,47,55,1055,कोरोराघवपुर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,47,56,1056,कांधरपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,57,1057,खपराडीह,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,47,58,1058,खजुरहट,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,47,59,1059,खजुरीरामपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,60,1060,खिदिदरपुर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,47,61,1061,खुटेहना,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,62,1062,खेवली,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,63,1063,खेतपलिया,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,64,1064,खेमासराय,,ग्रामीण(वि0),6500,9000,10500,45000,40000,35000,138,100,85,68,90,45,
bikapur,47,65,1065,खेमीपुरनिधियावां,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,47,66,1066,खेमपुरचंदई,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,67,1067,खोंधूपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,68,1068,खौपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,69,1069,गरौली,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,70,1070,गयासपुर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,47,71,1071,गण्डई,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,72,1072,गींजा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,47,73,1073,गुन्धौर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,48,74,1074,गुरौली,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,75,1075,गोपालापुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,76,1076,गोबिन्दपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,77,1077,गोठौरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,78,1078,गौरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,79,1079,गौहनियां,,ग्रामीण,5000,7000,8500,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,80,1080,गौहानीखुर्द,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,48,81,1081,गौहानीकलां,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,82,1082,गंगापुर मु0 रमऊपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,83,1083,गंगापुर मु0 टिकरी,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,84,1084,गंगापुर मु0 ढ़ेमाबैश्य,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,85,1085,घूरीटीकर,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,48,86,1086,चकसलेम,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,87,1087,चकमोदमिदपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,88,1088,चक्सेनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,89,1089,चम्पारपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,90,1090,चरावां,,ग्रामीण(वि0),7800,9500,11000,44000,39000,34000,138,100,85,68,90,45,
bikapur,48,91,1091,चर्तुभुजपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,92,1092,चन्दीपुरनगहरा,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,48,93,1093,चितांवा,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,48,94,1094,चेतरा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,95,1095,चौबेपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,48,96,1096,चौरेचन्दौली,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,49,97,1097,चॉदपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,49,98,1098,चॉदपुर मु0 घूरीटीकर,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,49,99,1099,चंवरढ़ार,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,49,100,1100,जजवारा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,49,101,1101,जयसिंहमऊ,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,49,102,1102,जगदीशपुर उर्फ पाठकपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,49,103,1103,जमोलीखुर्द,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,49,104,1104,जलालपुरमाफी,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,49,105,1105,जलालपुरभग्गू,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,49,106,1106,जाना,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,49,107,1107,जासरपुर,,ग्रामीण(वि0),8000,10000,13000,45000,40000,35000,138,100,85,68,90,45,
bikapur,49,108,1108,जेरूवा,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,49,109,1109,जैनपुर,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,49,110,1110,जोहन,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,49,111,1111,टिकरी,,ग्रामीण(वि0),5500,7500,8500,41000,36000,31000,100,85,65,53,72,36,
bikapur,49,112,1112,डगराभारी,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,49,113,1113,डेहरियावां,,ग्रामीण(वि0),6300,8800,10300,42000,37000,32000,110,95,75,65,80,40,
bikapur,49,114,1114,ढ़ेमाबैश्य,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
bikapur,49,115,1115,ढ़ेमाशिवबक्शराय,,ग्रामीण,5000,7000,8000,35000,32000,29000,95,76,63,50,68,34,
