sro,page,segment_hi,village_hi,vcode,nonagri,shop,office,godown,flag
sadar,79,67. परिक्रमा मार्ग पर अफीम कोठी प्रारम्भ से राजघाट तक,राजघाट,,22100,62000,58200,54200,
sadar,79,67. परिक्रमा मार्ग पर अफीम कोठी प्रारम्भ से राजघाट तक,पठान टोलिया,,22100,62000,58200,54200,
sadar,79,67. परिक्रमा मार्ग पर अफीम कोठी प्रारम्भ से राजघाट तक,खुर्दाबाद,,22100,62000,58200,54200,
sadar,79,67. परिक्रमा मार्ग पर अफीम कोठी प्रारम्भ से राजघाट तक,बेनीगंज,,22100,62000,58200,54200,
sadar,80,68. अशर्फीभवन चौराहे से गोला बाजार होते हुए लक्ष्मणकिला तक,गोलाघाट,,22100,62000,58200,54200,
sadar,80,68. अशर्फीभवन चौराहे से गोला बाजार होते हुए लक्ष्मणकिला तक,लक्ष्मण घाट,,22100,62000,58200,54200,
sadar,80,69. अर्जुनदास जी के मंदिर से कनक भवन के पृष्ठ भाग होते हुए राम कोट तक,बेगमपुरा,,22100,62000,58200,54200,
sadar,80,69. अर्जुनदास जी के मंदिर से कनक भवन के पृष्ठ भाग होते हुए राम कोट तक,रामकोट,,22100,62000,58200,54200,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,मांझा बरहटा,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,वासुपुर सिरसा,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,हैबतपुर,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,जियनपुर,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,आशिफबाग मांझा,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,आशिफबाग उपरहार,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,रानोपाली बा न पा,,24100,65800,62000,58000,
sadar,80,70. मानस भवन चौराहे से परमा एकेडमी होते हुए मोहबरा चौराहे तक,रानोपाली अ न पा,,24100,65800,62000,58000,
sadar,81,71. साथी तिराहा से बूथ नं० चार अण्डर पास होते हुए सूरज कुण्ड चौराहा तक,शाहनेवाजपुर उपरहार,,22100,62400,58600,54600,
sadar,81,71. साथी तिराहा से बूथ नं० चार अण्डर पास होते हुए सूरज कुण्ड चौराहा तक,शाहनेवाजपुर मांझा,,22100,62400,58600,54600,name printed with duplicated matra 'शााहनेवाजपुर' (typo) - normalised
sadar,81,71. साथी तिराहा से बूथ नं० चार अण्डर पास होते हुए सूरज कुण्ड चौराहा तक,कुढ़ाकेशवपुर उपरहार,,22100,62400,58600,54600,
sadar,81,72. बैकुण्ठ धाम से अयोध्या अकबरपुर रोड तक(ए०बी० बन्धा),बरहटा मांझा,,18000,62400,58600,54600,verified: printed clearly; nonagri 18000 with shop 62400 differs from other 18000 row (53600) - as printed
sadar,81,72. बैकुण्ठ धाम से अयोध्या अकबरपुर रोड तक(ए०बी० बन्धा),तिहुरा मांझा,,18000,53600,49800,45800,
sadar,81,72. बैकुण्ठ धाम से अयोध्या अकबरपुर रोड तक(ए०बी० बन्धा),रामपुर हलवारा मांझा,,16000,53600,49800,45800,
sadar,81,72. बैकुण्ठ धाम से अयोध्या अकबरपुर रोड तक(ए०बी० बन्धा),सरायरासी मांझा,,15400,53600,49800,45800,
sadar,81,72. बैकुण्ठ धाम से अयोध्या अकबरपुर रोड तक(ए०बी० बन्धा),राजेपुर मांझा,,15400,53600,49800,45800,
sadar,81,72. बैकुण्ठ धाम से अयोध्या अकबरपुर रोड तक(ए०बी० बन्धा),जलालुद्दीन नगर मांझा,,15400,53600,49800,45800,
sadar,81,73. अयोध्या-इलाहाबाद मार्ग से एयरपोर्ट अयोध्या मुख्यद्वार तक,गंजा,,27700,70000,66200,62200,
sadar,81,73. अयोध्या-इलाहाबाद मार्ग से एयरपोर्ट अयोध्या मुख्यद्वार तक,पूरा हुसैनखां,,27700,70000,66200,62200,
sadar,81,73. अयोध्या-इलाहाबाद मार्ग से एयरपोर्ट अयोध्या मुख्यद्वार तक,मलिकपुर,,27700,70000,66200,62200,
sadar,81,73. अयोध्या-इलाहाबाद मार्ग से एयरपोर्ट अयोध्या मुख्यद्वार तक,चांदपुर हरवंश,,27700,70000,66200,62200,
sadar,82,74. गोशाईगंज बाईपास,पकरेला,,14700,52200,48400,44400,
sadar,82,74. गोशाईगंज बाईपास,काजीपुर गाडर,,12300,49000,45200,41200,
sadar,82,74. गोशाईगंज बाईपास,रामनगर मिश्रौली बा०टा०ए०,,12300,49000,45200,41200,
sadar,82,74. गोशाईगंज बाईपास,रामनगर मिश्रौली अ०टा०ए०,,16500,54700,50900,46900,
sadar,82,74. गोशाईगंज बाईपास,अंकारीपुर बा०टा०ए०,,12300,49000,45200,41200,
sadar,82,74. गोशाईगंज बाईपास,अंकारीपुर अ०टा०ए०,,16500,54700,50900,46900,
sadar,82,75. मया बाजार बाई पास,मयाभीखी,,10900,47100,43300,39300,
sadar,82,75. मया बाजार बाई पास,रामपुर मया,,10900,47100,43300,39300,
sadar,82,75. मया बाजार बाई पास,बईरपारा,,10900,47100,43300,39300,
