sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
sadar,083,21,,अलीगढ़,राठ हवेली,नगरीय,9000,10400,11200,47500,43500,39400,,,,,,,
sadar,083,22,,अवधखास,हवेली अवध,नगरीय,8600,9500,10500,43100,39100,35000,248,205,184,181,248,112,
sadar,083,23,,अवधपुरी कालोनी,अमानीगंज,नगरीय,14000,14900,15700,52600,48600,44500,,,,,,,
sadar,083,24,,अवधविहार आ0योजना(वि0प्रा0),सिविल लाइन,नगरीय,26600,28300,31900,75700,71700,67600,,,,,,,
sadar,083,25,,अशफाक उल्लाह कालोनी,फतेहगंज,नगरीय,15800,16700,17400,56400,52400,48300,,,,,,,
sadar,083,26,,अश्वनी पुरम आ0योजना(वि0प्रा0),जनौरा,नगरीय,11600,14200,15100,52800,48800,44700,,,,,,,
sadar,083,27,,आनापुर सरैया,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,083,28,,आलमगंज,कोट राम चन्दर,नगरीय,8500,9400,10500,43300,39300,35200,,,,,,,
sadar,083,29,,आलमगंज कटरा,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,084,30,,आलापुर उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,084,31,,आवास विकास कालोनी,अंगूरीबाग,नगरीय,12600,15400,16400,54900,50900,46800,,,,,,,
sadar,084,32,,आशापुर,हवेली अवध,अर्द्धनगरीय,5900,6500,7600,42500,38500,34400,262,212,191,188,262,118,
sadar,084,33,,आशापुर चन्दई,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,084,34,,आसिफबाग उप.,हवेली अवध,अर्द्धनगरीय,5800,6000,6400,41000,37000,32900,200,163,146,142,200,88,
sadar,084,35,,आसिफबाग मांझा,हवेली अवध,अर्द्धनगरीय,5800,6000,6400,41000,37000,32900,200,164,146,142,200,88,
sadar,084,36,,इमली कतार,पुलिस लाइन,नगरीय,14900,16800,19200,58900,54900,50800,,,,,,,
sadar,084,37,,इस्माइलगंज,अमानीगंज,नगरीय,12300,13500,14400,52200,48200,44100,,,,,,,
sadar,084,38,,ईशापुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,084,39,,ईशासराय उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,084,40,,ईसासराय मांझा,अमसिन,ग्रामीण,2000,2200,2600,32300,28800,25300,29,23,21,20,29,14,
sadar,084,41,,उघरपुर,हवेली अवध,अर्द्धनगरीय,4300,4600,4900,37700,33700,29600,75,64,57,56,75,35,
sadar,084,42,,उनियार उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,084,43,,उनियार मांझा,अमसिन,ग्रामीण,1800,2000,2300,32300,28800,25300,25,20,19,18,25,13,
sadar,084,44,,उर्दू बाजार,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,084,45,,उर्मिला नगर आ0योजना(वि0प्रा0),अवध खास,नगरीय,8700,9600,10500,43100,39100,35000,,,,,,,
sadar,084,46,,उसरू,हवेली अवध,अर्द्धनगरीय,8100,9000,9900,44800,40800,36700,339,277,253,246,339,154,
sadar,084,47,,ऋणमोचनघाट,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,084,48,,ऋषि टोला,दालमण्डी,नगरीय,11400,12600,14400,52200,48200,44100,,,,,,,
sadar,084,49,,एल0डी0जी0 आ0योजना(वि0प्रा0),चौक,नगरीय,28300,31900,35400,80500,76500,72400,,,,,,,
sadar,084,50,,एल0डी0जी0 व्या0योजना(वि0प्रा0),चौक,नगरीय,53900,55600,62000,118300,114300,110200,,,,,,,
sadar,084,51,,ऐमी आलापुर,अमसिन,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,084,52,,ककरही बाजार,दिल्ली दरवाजा,नगरीय,8800,9700,10800,46300,42300,38200,,,,,,,
sadar,084,53,,कंघी गली (टेढी गली),चौक,नगरीय,28400,31900,37800,83700,79700,75600,,,,,,,
sadar,084,54,,कच्चाघाट नयाघाट(वि0प्रा0),मीरापुर द्वाबा मांझा,नगरीय,8600,9500,10500,41900,37900,33800,,,,,,,
sadar,084,55,,कछौली,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,084,56,,कजियाना,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,253,209,187,184,253,114,
sadar,084,57,,कटरा,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,084,58,,कटरा उत्तरी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,085,59,,कटरा गोशाईगंज,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,085,60,,कटरा दक्षिणी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,085,61,,कटरा पश्चिमी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,085,62,,कटरा पूर्वी दक्षिणी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,085,63,,कटरा मध्य,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,085,64,,कनकपुर,अमसिन,ग्रामीण,3800,4400,4700,36100,32600,29100,103,85,76,74,103,48,
sadar,085,65,,कनीगंज,वासूपुर सिरसा उर्फ जयसिंहपुर,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,085,66,,कन्धरपुर गौड़ियाना,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,085,67,,कन्धारी बाजार मोहल्ला,कन्धारी बाजार,नगरीय,11400,14700,15800,54300,50300,46200,,,,,,,
sadar,085,68,,करम अली का पुरवा,सिविल लाइन,नगरीय,8900,9800,10800,48200,44200,40100,,,,,,,
sadar,085,69,,करमा कोड़री,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,085,70,,करौंदी,अमसिन,ग्रामीण,1900,2100,2600,32900,29400,25900,53,43,38,36,53,24,
sadar,085,71,,कल्यानपुर बरौली,अमसिन,ग्रामीण,1900,2100,2600,32900,29400,25900,53,43,38,36,53,24,
sadar,085,72,,कश्मीरी मोहल्ला,साहबगंज,नगरीय,10200,11200,11600,48400,44400,40300,,,,,,,
sadar,085,73,,कसाब बाड़ा,दालमण्डी,नगरीय,14000,17400,19200,58900,54900,50800,,,,,,,
sadar,085,74,,कस्तूरीपुर,हवेली अवध,अधिसूचित,3000,3300,3800,36300,32600,28500,78,66,59,58,78,36,
sadar,085,75,,कस्बा,अमसिन,ग्रामीण,3400,3800,4500,35300,31800,28300,95,79,71,70,95,44,
sadar,085,76,,काजीपुर गाडर,अमसिन,ग्रामीण,3400,3800,4500,35300,31800,28300,95,79,71,70,95,44,
sadar,085,77,,काजीपुर चितावां (मणि पर्वत ),हवेली अवध,नगरीय,8400,9200,10000,42500,38500,34400,246,203,181,177,246,112,
sadar,085,78,,काजीपुर जमीं मलिकपुर,हवेली अवध,अर्द्धनगरीय,4400,4600,5000,39100,35100,31000,72,57,52,51,72,31,
sadar,085,79,,काजीपुर विसवां मांझा,अमसिन,ग्रामीण,2000,2200,2600,32300,28800,25300,29,23,21,20,29,14,
sadar,085,80,,काजीपुरविसवां उपरहार,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,085,81,,कादीपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,085,82,,कांदीपुर,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,085,83,,कार सेवक पुरम्,बरहटा मांझा,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,085,84,,किशुनदास पुर,हवेली अवध,अधिसूचित,2400,2900,3400,35700,32000,27900,65,53,45,43,65,30,
sadar,085,85,,कुंजकुटीर,पुलिस लाइन,नगरीय,14900,17400,19200,58900,54900,50800,,,,,,,
sadar,085,86,,कुंजमुराई टोला,साहबगंज,नगरीय,12600,14400,15400,53600,49600,45500,,,,,,,
sadar,085,87,,कुढ़ा केशवपुर मांझा,हवेली अवध,अर्द्धनगरीय,4200,4500,4800,36800,32800,28700,55,44,39,38,55,25,
sadar,086,88,,कुढ़ाकेशवपुर उपर.,हवेली अवध,अर्द्धनगरीय,7000,7700,8500,43800,39800,35700,161,128,118,115,161,72,
sadar,086,89,,कुतुबपुर,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,086,90,,कुम्हार टोला (लाल बाग),लालबाग,नगरीय,9100,10400,11100,47500,43500,39400,,,,,,,
sadar,086,91,,कुम्हार टोला (सहादतगंज),सहादतगंज,नगरीय,8900,9800,10800,48200,44200,40100,,,,,,,
sadar,086,92,,कुम्हिया,अमसिन,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,086,93,,कुर्मीटोला,रेतिया,नगरीय,11400,12600,13300,50700,46700,42600,,,,,,,
sadar,086,94,,कुशमाहा,हवेली अवध,अर्द्धनगरीय,4900,5600,6200,40800,36800,32700,91,73,65,63,91,41,
sadar,086,95,,केवटहिया,वजीरगंज,नगरीय,10500,11400,12300,49200,45200,41100,,,,,,,
sadar,086,96,,केवटहिया आ0योजना(वि0प्रा0),वजीरगंज,नगरीय,11400,12300,13200,50500,46500,42400,,,,,,,
sadar,086,97,,केशवपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,086,98,,कैथाना,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,086,99,,कोट रामचन्दर,हवेली अवध,नगरीय,8400,9200,10000,43300,39300,35200,,,,,,,
sadar,086,100,,कोटिया,जलवानपुर,नगरीय,8300,9100,10000,43300,39300,35200,,,,,,,
sadar,086,101,,कोठा पार्चा (मोतीबाग),मोती बाग,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,086,102,,कोठापार्चा (चौक),चौक,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,086,103,,कोठीघाट,कोट राम चन्दर,नगरीय,8500,9400,10500,43300,39300,35200,,,,,,,
sadar,086,104,,कोरखाना BNP,हवेली अवध,अर्द्धनगरीय,7700,8500,9300,44800,40800,36700,328,268,243,238,328,149,
sadar,086,105,,कोरखाना अं.न.पा.,हवेली अवध,नगरीय,9000,9900,11700,48200,44200,40100,360,300,266,260,360,162,
sadar,086,106,,कोरी टोला (सहादतगंज),सहादतगंज,नगरीय,10200,11200,11800,48600,44600,40500,,,,,,,
sadar,086,107,,कोरीटोला (जनौरा),जनौरा,नगरीय,10800,11600,12100,48000,44000,39900,,,,,,,
sadar,086,108,,कौड़िल्ला,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,086,109,,कौशलपुरी कालोनी आ0योजना (वि0प्रा0),सिविल लाइन,नगरीय,11300,12400,13400,47000,43500,40000,,,,,,,
sadar,086,110,,कौशलेश कुन्ज(वि0प्रा0),जलवानपुर,नगरीय,8800,9700,10800,44000,40000,35900,,,,,,,
sadar,086,111,,कौशिल्या घाट,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,086,112,,क्षीरसागर,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,086,113,,खजुरावर,अमसिन,ग्रामीण,1900,2100,2600,32900,29400,25900,53,43,38,36,53,24,
sadar,086,114,,खानपुर,अमसिन,ग्रामीण,2800,3000,3500,33600,30100,26600,73,61,55,54,73,34,
sadar,086,115,,खिड़की अली बेग,पुलिस लाइन,नगरीय,14900,17400,19200,58900,54900,50800,,,,,,,
sadar,086,116,,खिरौनिया,बरहटा उपरहार,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,087,117,,खिरौनी,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,087,118,,खीरवाली गली,फतेहगंज,नगरीय,12500,14700,15700,53600,49600,45500,,,,,,,
sadar,087,119,,खुदागंज,दालमण्डी,नगरीय,11400,11900,14400,52200,48200,44100,,,,,,,
sadar,087,120,,खुर्द महल,राठ हवेली,नगरीय,8900,9800,10800,47500,43500,39400,,,,,,,
sadar,087,121,,खुर्दाबाद,अमानीगंज,नगरीय,8900,9800,10800,47800,43800,39700,,,,,,,
sadar,087,122,,खुशहाल गंज,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,087,123,,खोजनपुर ANP,हवेली अवध,नगरीय,12900,14200,15000,52600,48600,44500,443,370,324,318,443,198,
sadar,087,124,,खोजनपुर BNP,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,47800,43800,39700,328,268,243,238,328,149,
sadar,087,125,,ख्वासपुरा,राठ हवेली,नगरीय,19500,28300,34700,79500,75500,71400,,,,,,,
sadar,087,126,,गंगौली,हवेली अवध,अधिसूचित,2300,2600,3300,35500,31800,27700,65,53,45,43,65,30,
sadar,087,127,,गंजा,हवेली अवध,अर्द्धनगरीय,4400,4700,5400,39600,35600,31500,80,65,56,55,80,35,
sadar,087,128,,गणेशगंज मकबरा,दालमण्डी,नगरीय,11400,13900,14900,52800,48800,44700,,,,,,,
sadar,087,129,,गणेशपुर बिसौरा,अमसिन,ग्रामीण,1900,2100,2600,32900,29400,25900,53,43,38,36,53,24,
sadar,087,130,,गद्दोपुर,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,46700,42700,38600,328,268,243,238,328,149,
sadar,087,131,,गद्दोपुर हरदासपुर,अमसिन,ग्रामीण,2100,3100,3500,33600,30100,26600,73,61,55,54,73,34,
sadar,087,132,,गनेश गंज,झारखण्डी,नगरीय,11400,12900,14400,52200,48200,44100,,,,,,,
sadar,087,133,,गाड़ीवान टोला,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,087,134,,गांधी नगर,लालबाग,नगरीय,11200,12300,14400,52200,48200,44100,,,,,,,
sadar,087,135,,गुदडी बाजार,चौक,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,087,136,,गुलाबबाड़ी,साहबगंज,नगरीय,12600,14400,15400,53600,49600,45500,,,,,,,
sadar,087,137,,गोकुलपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,087,138,,गोपालपुर,हवेली अवध,अर्द्धनगरीय,4400,4600,5300,39600,35600,31500,72,57,52,51,72,31,
sadar,087,139,,गोलाघाट,अवध खास,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,087,140,,गोलाबाजार,कोट राम चन्दर,नगरीय,8500,9400,10500,43300,39300,35200,,,,,,,
sadar,087,141,,गोशईगंज पश्चिमी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,087,142,,गोशाईगंज उत्तरी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,087,143,,गोशाईगंज दक्षिणी,टाउन एरिया गोशाईगंज,अर्द्धनगरीय,7700,8500,9300,48200,44200,40100,235,194,172,169,235,107,
sadar,087,144,,गौरापट्टी,हवेली अवध,अर्द्धनगरीय,4900,5600,6200,40200,36200,32100,81,68,61,60,81,38,
sadar,087,145,,गौहनिया,अमसिन,ग्रामीण,2300,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,146,,घसियारी मण्डी,सहादतगंज,नगरीय,9100,10400,11200,47800,43800,39700,,,,,,,
sadar,088,147,,घोसियाना,रामनगर,नगरीय,12600,13700,14400,52200,48200,44100,,,,,,,
sadar,088,148,,घोसी टोला,हैदरगंज,नगरीय,8900,9800,10800,46300,42300,38200,,,,,,,
sadar,088,149,,चक गौरापट्टी,हवेली अवध,नगरीय,12200,14200,14900,51500,47500,43400,464,386,341,332,464,208,
sadar,088,150,,चक्रतीर्थ,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,088,151,,चक्रतीर्थ आ0योजना(वि0प्रा0),अवध खास,नगरीय,8900,9800,10800,46300,42300,38200,,,,,,,
sadar,088,152,,चमारटोला,जनौरा,नगरीय,10800,11600,12100,48000,44000,39900,,,,,,,
sadar,088,153,,चरेरा,हवेली अवध,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,088,154,,चाचिकपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,155,,चाणक्यपुरी कालोनी,नियावां,नगरीय,11400,13300,13900,51500,47500,43400,,,,,,,
sadar,088,156,,चांदपुर हरिवंश,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,44800,40800,36700,339,277,253,246,339,154,
sadar,088,157,,चिरकिटहा,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,158,,चेला छावनी,वजीरगंज,नगरीय,10500,11400,12300,49200,45200,41100,,,,,,,
sadar,088,159,,चौक,चौक,नगरीय,27900,31400,37100,83700,79700,75600,,,,,,,
sadar,088,160,,छतरा,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,161,,छावनी गौरावारिक,हवेली अवध,नगरीय,9100,10800,11100,49600,45600,41500,55,44,39,38,55,25,
sadar,088,162,,छावनी बन्दे अली,रेतिया,नगरीय,11400,12600,13300,50700,46700,42600,,,,,,,
sadar,088,163,,छोटारमना,वजीरगंज,नगरीय,10500,11400,12300,49200,45200,41100,,,,,,,
sadar,088,164,,छोटी छावनी,मीरापुर डेरा बीबी,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
sadar,088,165,,छोटी देवकाली,अवध खास,नगरीय,8700,9600,10500,43300,39300,35200,,,,,,,
sadar,088,166,,जगदीशपुर अरवत,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,167,,जगदीशपुरटण्डौली,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,168,,जजवट,अमसिन,ग्रामीण,2400,2600,3100,32900,29400,25900,64,51,45,44,64,29,
sadar,088,169,,जनकपुरी आ0योजना(वि0प्रा0),अवध खास,नगरीय,8900,9800,10800,44800,40800,36700,,,,,,,
sadar,088,170,,जनौरा ANP,हवेली अवध,नगरीय,10800,11600,12100,48000,44000,39900,341,273,242,237,341,149,
sadar,088,171,,जनौरा BNP,हवेली अवध,अर्द्धनगरीय,8200,9000,9900,46700,42700,38600,293,237,210,206,293,128,
sadar,088,172,,जमुनियाबाग,चौक,नगरीय,27900,31400,35700,81800,77800,73700,,,,,,,
sadar,088,173,,जमुनीपुर,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,088,174,,जयसिंपुर,वासूपुर सिरसा उर्फ जयसिंहपुर,नगरीय,8600,9500,10500,43100,39100,35000,244,200,179,175,244,110,
sadar,089,175,,जरही,अमसिन,ग्रामीण,2100,2400,3000,32900,29400,25900,60,49,41,40,60,28,
sadar,089,176,,जलवानपुर,हवेली अवध,नगरीय,8700,9600,10500,44000,40000,35900,253,209,187,184,253,114,
sadar,089,177,,जलालुद्दीन नगर उपर,हवेली अवध,अधिसूचित,3800,4400,4700,39400,35700,31600,111,92,82,80,111,51,
sadar,089,178,,जलालुद्दीननगरमांझा,हवेली अवध,अधिसूचित,3800,4400,4700,34000,30500,27000,59,46,43,41,59,28,
sadar,089,179,,जानकी घाट,मीरापुर डेरा बीबी,नगरीय,8600,9500,10500,43300,39300,35200,,,,,,,
