sro,page,serial,vcode,village_hi,ward_hi,category,nonagri_lt9m,nonagri_9to18m,nonagri_ge18m,shop,office,godown,agri_nh,agri_state,agri_link,agri_chakmarg,agri_abadi,agri_general,flag
milkipur,52,157,1157,पिठला,,अर्द्धनगरीय,14000,16000,20000,46000,44000,42000,140,95,85,80,110,35,
milkipur,53,158,1158,पूरे लाल खॉ,,ग्रामीण,11000,12000,13000,39000,37000,36000,130,80,70,65,90,33,
milkipur,53,159,1159,पाकड़पुर,,ग्रामीण,6700,9100,9500,34000,31000,29000,0,55,50,45,60,33,non-agri 6700/9100/9500 atypical steps; verified at 400dpi as printed
milkipur,53,160,1160,पूरा सिधारी,,ग्रामीण,10000,11000,12000,37000,35000,33000,0,60,55,50,70,34,
milkipur,53,161,1161,पालपुर(तुरसमपुर),,ग्रामीण,10000,11000,12000,37000,35000,33000,0,60,55,50,70,34,
milkipur,53,162,1162,पलियामाफी,,ग्रामीण,11000,12000,13000,39000,37000,36000,0,65,55,50,75,35,
milkipur,53,163,1163,पलिया मु0 कुचेरा,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,34,
milkipur,53,164,1164,बसावा मु0 मेहदौना,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,60,55,50,70,34,
milkipur,53,165,1165,बसावा मु0 ईटगांव,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,55,50,45,65,33,
milkipur,53,166,1166,बरिया निसारू,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,55,50,45,65,33,
milkipur,53,167,1167,बिसाही,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,65,55,50,75,33,
milkipur,53,168,1168,बरियारपुर,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,30,
milkipur,53,169,1169,बसवार खुर्द,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,30,
milkipur,53,170,1170,बसवार बुजुर्ग,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,30,
milkipur,53,171,1171,बवॉं,,अर्द्धनगरीय,15000,17000,20000,47000,44000,42000,150,90,80,75,105,40,
milkipur,53,172,1172,बलारमऊ,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,30,
milkipur,53,173,1173,बिजैनपुर,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,55,50,70,30,
milkipur,53,174,1174,बरईपारा,,ग्रामीण,13000,16000,20000,46000,44000,42000,140,85,75,70,95,35,
milkipur,54,175,1175,बरौली,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,65,55,50,75,34,
milkipur,54,176,1176,बहबरमऊ,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,65,55,50,75,34,
milkipur,54,177,1177,बकचुना,,ग्रामीण,9000,10000,12000,37000,35000,33000,0,65,55,50,75,34,
milkipur,54,178,1178,बघौड़ा,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,60,54,50,70,32,
milkipur,54,179,1179,बकौली,,ग्रामीण,9000,10000,11000,36000,34000,32000,0,65,55,50,75,34,
milkipur,54,180,1180,बोड़ेपुर,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,60,54,50,70,32,
milkipur,54,181,1181,बरडाडा,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,60,54,50,70,32,
milkipur,54,182,1182,बरियादेई,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,65,55,50,75,34,
milkipur,54,183,1183,बीराभारी,,ग्रामीण,7000,8000,9000,33000,31000,29000,0,55,50,45,60,30,
milkipur,54,184,1184,विनायकपुर,,ग्रामीण,10000,11200,12000,37000,35000,33000,0,70,60,55,80,38,
milkipur,54,185,1185,बिरौली झाम,,ग्रामीण,10000,11000,12000,37000,35000,33000,0,70,60,55,80,38,
milkipur,54,186,1186,भागीपुर,,ग्रामीण,11000,12000,13000,39000,37000,36000,0,75,65,60,85,35,
milkipur,54,187,1187,भिटारी,,ग्रामीण,11000,12000,13000,39000,37000,36000,0,73,63,58,83,35,
milkipur,54,188,1188,भाउपुर,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,65,60,55,75,31,
milkipur,54,189,1189,भटौली,,ग्रामीण,8000,9000,10000,35000,33000,31000,0,70,60,55,80,32,
